# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5867e+03	2.4e+00	8.23440e+03	4.8e+02
3.5904e+03	2.4e+00	9.21860e+03	1.2e+02
3.5942e+03	2.4e+00	8.83087e+03	2.1e+02
3.5979e+03	2.4e+00	9.34977e+03	3.1e+02
3.6016e+03	2.4e+00	9.59989e+03	1.5e+02
3.6053e+03	2.4e+00	9.04642e+03	2.3e+02
3.6091e+03	2.4e+00	1.02428e+04	2.3e+02
3.6128e+03	2.4e+00	1.05283e+04	2.6e+01
3.6165e+03	2.4e+00	1.08158e+04	3.1e+02
3.6202e+03	2.4e+00	1.11558e+04	1.2e+02
3.6239e+03	2.4e+00	1.16843e+04	1.4e+02
3.6277e+03	2.4e+00	1.12082e+04	4.3e+02
3.6314e+03	2.4e+00	1.16504e+04	2.9e+02
3.6351e+03	2.4e+00	1.25023e+04	3.2e+02
3.6388e+03	2.4e+00	1.43321e+04	6.9e+02
3.6425e+03	2.4e+00	1.38911e+04	5.4e+02
3.6462e+03	2.4e+00	1.45839e+04	3.9e+02
3.6500e+03	2.4e+00	1.60576e+04	2.4e+02
3.6537e+03	2.4e+00	1.68194e+04	1.7e+02
3.6574e+03	2.4e+00	1.78123e+04	3.3e+02
3.6611e+03	2.4e+00	1.83737e+04	2.0e+01
3.6648e+03	2.4e+00	1.97128e+04	4.8e+02
3.6685e+03	2.4e+00	2.33390e+04	5.8e+02
3.6723e+03	2.4e+00	2.36944e+04	2.6e+02
3.6760e+03	2.4e+00	2.26105e+04	1.4e+02
3.6797e+03	2.4e+00	2.34512e+04	3.2e+02
3.6834e+03	2.4e+00	2.67526e+04	2.3e+02
3.6871e+03	2.4e+00	2.91589e+04	5.5e+02
3.6908e+03	2.4e+00	3.11350e+04	6.0e+01
3.6945e+03	2.4e+00	2.98444e+04	3.8e+02
3.6982e+03	2.4e+00	3.29107e+04	6.9e+02
3.7019e+03	2.4e+00	3.79472e+04	6.2e+02
3.7057e+03	2.4e+00	4.16716e+04	3.3e+02
3.7094e+03	2.4e+00	4.45557e+04	2.3e+02
3.7131e+03	2.4e+00	4.40696e+04	1.2e+02
3.7168e+03	2.4e+00	4.63374e+04	4.2e+02
3.7205e+03	2.4e+00	5.58413e+04	4.0e+02
3.7242e+03	2.4e+00	6.39741e+04	7.9e+02
3.7279e+03	2.4e+00	6.74092e+04	4.0e+02
3.7316e+03	2.4e+00	6.30159e+04	5.1e+02
3.7353e+03	2.4e+00	5.99254e+04	2.5e+02
