# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5867e+03	2.4e+00	9.0716e+03	2.0e+02
3.5904e+03	2.4e+00	8.1092e+03	1.3e+02
3.5942e+03	2.4e+00	8.7013e+03	5.6e+02
3.5979e+03	2.4e+00	9.0349e+03	2.4e+02
3.6016e+03	2.4e+00	9.6505e+03	2.8e+02
3.6053e+03	2.4e+00	9.8951e+03	2.0e+02
3.6091e+03	2.4e+00	1.0038e+04	1.3e+02
3.6128e+03	2.4e+00	1.0398e+04	2.3e+02
3.6165e+03	2.4e+00	1.0438e+04	2.4e+02
3.6202e+03	2.4e+00	1.2187e+04	1.3e+02
3.6239e+03	2.4e+00	1.2617e+04	3.8e+02
3.6277e+03	2.4e+00	1.3224e+04	1.6e+02
3.6314e+03	2.4e+00	1.3557e+04	2.1e+02
3.6351e+03	2.4e+00	1.3545e+04	3.5e+02
3.6388e+03	2.4e+00	1.3856e+04	3.8e+02
3.6425e+03	2.4e+00	1.4449e+04	2.9e+02
3.6462e+03	2.4e+00	1.6256e+04	3.8e+02
3.6500e+03	2.4e+00	1.7715e+04	8.2e+02
3.6537e+03	2.4e+00	1.8606e+04	5.4e+02
3.6574e+03	2.4e+00	1.8502e+04	6.8e+02
3.6611e+03	2.4e+00	1.8663e+04	5.0e+02
3.6648e+03	2.4e+00	1.9208e+04	5.3e+02
3.6685e+03	2.4e+00	2.0774e+04	9.3e+02
3.6723e+03	2.4e+00	2.2650e+04	4.6e+02
3.6760e+03	2.4e+00	2.2316e+04	4.0e+02
3.6797e+03	2.4e+00	2.4026e+04	1.1e+03
3.6834e+03	2.4e+00	2.6704e+04	8.5e+02
3.6871e+03	2.4e+00	3.1048e+04	5.1e+02
3.6908e+03	2.4e+00	3.1888e+04	1.5e+03
3.6945e+03	2.4e+00	3.1488e+04	1.6e+03
3.6982e+03	2.4e+00	3.3833e+04	1.2e+03
3.7019e+03	2.4e+00	3.9987e+04	1.1e+03
3.7057e+03	2.4e+00	4.4460e+04	1.0e+03
3.7094e+03	2.4e+00	4.4788e+04	1.8e+03
3.7131e+03	2.4e+00	4.3379e+04	1.3e+03
3.7168e+03	2.4e+00	4.8835e+04	6.6e+02
3.7205e+03	2.4e+00	5.6602e+04	9.7e+02
3.7242e+03	2.4e+00	6.7393e+04	2.4e+03
3.7279e+03	2.4e+00	7.2626e+04	1.6e+03
3.7316e+03	2.4e+00	6.8096e+04	3.1e+03
3.7353e+03	2.4e+00	6.4387e+04	2.2e+03
3.7390e+03	2.4e+00	7.1096e+04	2.5e+03
3.7427e+03	2.4e+00	8.8816e+04	2.7e+03
3.7464e+03	2.4e+00	1.1185e+05	3.8e+03
3.7501e+03	2.4e+00	1.2964e+05	6.1e+03
3.7539e+03	2.4e+00	1.3167e+05	5.3e+03
3.7576e+03	2.4e+00	1.2327e+05	4.8e+03
3.7613e+03	2.4e+00	1.0674e+05	3.9e+03
3.7650e+03	2.4e+00	9.6850e+04	3.7e+03
3.7687e+03	2.4e+00	1.0711e+05	3.6e+03
3.7724e+03	2.4e+00	1.3908e+05	4.3e+03
3.7761e+03	2.4e+00	1.8464e+05	7.5e+03
3.7798e+03	2.4e+00	2.1563e+05	7.7e+03
3.7835e+03	2.4e+00	2.4081e+05	8.3e+03
3.7872e+03	2.4e+00	2.5154e+05	8.9e+03
3.7909e+03	2.4e+00	2.4855e+05	1.0e+04
3.7946e+03	2.4e+00	2.3381e+05	9.7e+03
3.7983e+03	2.4e+00	1.9884e+05	8.5e+03
3.8020e+03	2.4e+00	1.5991e+05	7.1e+03
3.8057e+03	2.4e+00	1.4652e+05	5.8e+03
3.8094e+03	2.4e+00	1.7138e+05	5.6e+03
3.8131e+03	2.4e+00	2.3127e+05	7.3e+03
3.8168e+03	2.4e+00	2.9736e+05	1.1e+04
3.8205e+03	2.4e+00	3.5169e+05	1.3e+04
3.8242e+03	2.4e+00	3.9239e+05	1.3e+04
3.8279e+03	2.4e+00	4.2680e+05	1.4e+04
3.8315e+03	2.4e+00	4.5021e+05	1.6e+04
3.8352e+03	2.4e+00	4.7616e+05	1.8e+04
3.8389e+03	2.4e+00	4.8341e+05	1.9e+04
3.8426e+03	2.4e+00	4.9000e+05	2.0e+04
3.8463e+03	2.4e+00	4.6608e+05	1.7e+04
3.8500e+03	2.4e+00	4.3124e+05	1.7e+04
3.8537e+03	2.4e+00	3.7214e+05	1.4e+04
3.8574e+03	2.4e+00	3.0803e+05	1.3e+04
3.8611e+03	2.4e+00	2.5284e+05	1.0e+04
3.8648e+03	2.4e+00	2.6010e+05	1.2e+04
3.8685e+03	2.4e+00	3.2797e+05	1.2e+04
3.8722e+03	2.4e+00	4.2226e+05	1.8e+04
3.8759e+03	2.4e+00	5.1196e+05	2.2e+04
3.8795e+03	2.4e+00	5.8649e+05	2.4e+04
3.8832e+03	2.4e+00	6.3344e+05	2.4e+04
3.8869e+03	2.4e+00	6.7558e+05	2.7e+04
3.8906e+03	2.4e+00	7.0960e+05	3.2e+04
3.8943e+03	2.4e+00	7.2703e+05	3.2e+04
3.8980e+03	2.4e+00	7.4103e+05	3.4e+04
3.9017e+03	2.4e+00	7.4757e+05	2.6e+04
3.9054e+03	2.4e+00	7.3044e+05	2.6e+04
3.9090e+03	2.4e+00	7.2715e+05	3.1e+04
3.9127e+03	2.4e+00	7.2644e+05	3.1e+04
3.9164e+03	2.4e+00	7.4908e+05	2.9e+04
3.9201e+03	2.4e+00	7.4703e+05	3.1e+04
3.9238e+03	2.4e+00	7.4541e+05	3.2e+04
3.9275e+03	2.4e+00	7.2828e+05	3.2e+04
3.9312e+03	2.4e+00	6.8970e+05	3.1e+04
3.9348e+03	2.4e+00	6.2555e+05	2.7e+04
3.9385e+03	2.4e+00	5.3276e+05	2.1e+04
3.9422e+03	2.4e+00	4.1553e+05	1.9e+04
3.9459e+03	2.4e+00	3.3043e+05	1.5e+04
3.9496e+03	2.4e+00	3.1863e+05	1.2e+04
3.9532e+03	2.4e+00	3.8966e+05	1.5e+04
3.9569e+03	2.4e+00	5.0752e+05	2.0e+04
3.9606e+03	2.4e+00	5.9923e+05	2.3e+04
3.9643e+03	2.4e+00	6.8225e+05	3.0e+04
3.9680e+03	2.4e+00	7.4476e+05	3.1e+04
3.9716e+03	2.4e+00	7.7411e+05	3.0e+04
3.9753e+03	2.4e+00	8.0042e+05	3.1e+04
3.9790e+03	2.4e+00	8.1164e+05	3.3e+04
3.9827e+03	2.4e+00	8.2349e+05	3.7e+04
3.9864e+03	2.4e+00	8.3949e+05	3.7e+04
3.9900e+03	2.4e+00	8.3994e+05	3.6e+04
3.9937e+03	2.4e+00	8.3745e+05	3.3e+04
3.9974e+03	2.4e+00	8.3968e+05	3.2e+04
4.0011e+03	2.4e+00	8.3735e+05	3.3e+04
4.0047e+03	2.4e+00	8.2824e+05	3.4e+04
4.0084e+03	2.4e+00	8.3090e+05	3.6e+04
4.0121e+03	2.4e+00	8.1529e+05	3.4e+04
4.0158e+03	2.4e+00	8.1655e+05	3.2e+04
4.0194e+03	2.4e+00	8.1493e+05	3.1e+04
4.0231e+03	2.4e+00	8.0122e+05	3.4e+04
4.0268e+03	2.4e+00	8.0323e+05	3.3e+04
4.0304e+03	2.4e+00	7.9691e+05	3.1e+04
4.0341e+03	2.4e+00	7.8673e+05	3.4e+04
4.0378e+03	2.4e+00	7.7967e+05	2.8e+04
4.0415e+03	2.4e+00	7.7183e+05	2.9e+04
4.0451e+03	2.4e+00	7.6281e+05	3.3e+04
4.0488e+03	2.4e+00	7.3847e+05	3.1e+04
4.0525e+03	2.4e+00	7.3684e+05	3.0e+04
4.0561e+03	2.4e+00	7.1793e+05	2.9e+04
4.0598e+03	2.4e+00	6.9563e+05	2.6e+04
4.0635e+03	2.4e+00	6.7397e+05	2.8e+04
4.0671e+03	2.4e+00	6.3136e+05	2.6e+04
4.0708e+03	2.4e+00	5.7717e+05	2.4e+04
4.0745e+03	2.4e+00	5.0768e+05	2.1e+04
4.0781e+03	2.4e+00	4.1919e+05	1.7e+04
4.0818e+03	2.4e+00	3.2621e+05	1.4e+04
4.0855e+03	2.4e+00	2.7785e+05	1.1e+04
4.0891e+03	2.4e+00	2.9267e+05	1.1e+04
4.0928e+03	2.4e+00	3.6959e+05	1.5e+04
4.0965e+03	2.4e+00	4.6075e+05	2.0e+04
4.1001e+03	2.4e+00	5.2772e+05	2.4e+04
4.1038e+03	2.4e+00	5.7378e+05	2.3e+04
4.1075e+03	2.4e+00	6.0304e+05	2.5e+04
4.1111e+03	2.4e+00	6.2180e+05	2.5e+04
4.1148e+03	2.4e+00	6.3354e+05	2.4e+04
4.1184e+03	2.4e+00	6.4038e+05	2.4e+04
4.1221e+03	2.4e+00	6.4953e+05	2.5e+04
4.1258e+03	2.4e+00	6.5821e+05	2.8e+04
4.1294e+03	2.4e+00	6.6235e+05	2.7e+04
4.1331e+03	2.4e+00	6.6607e+05	2.7e+04
4.1367e+03	2.4e+00	6.6418e+05	2.5e+04
4.1404e+03	2.4e+00	6.6103e+05	2.5e+04
4.1441e+03	2.4e+00	6.6150e+05	2.5e+04
4.1477e+03	2.4e+00	6.5884e+05	2.4e+04
4.1514e+03	2.4e+00	6.6450e+05	2.7e+04
4.1550e+03	2.4e+00	6.5777e+05	2.6e+04
4.1587e+03	2.4e+00	6.4880e+05	2.6e+04
4.1623e+03	2.4e+00	6.4259e+05	2.4e+04
4.1660e+03	2.4e+00	6.4095e+05	2.5e+04
4.1697e+03	2.4e+00	6.5021e+05	2.6e+04
4.1733e+03	2.4e+00	6.5208e+05	2.5e+04
4.1770e+03	2.4e+00	6.4806e+05	2.5e+04
