# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5867e+03	2.4e+00	5.69224e+03	1.2e+02
3.5904e+03	2.4e+00	5.51627e+03	3.4e+02
3.5942e+03	2.4e+00	5.82667e+03	3.2e+02
3.5979e+03	2.4e+00	6.61824e+03	1.2e+02
3.6016e+03	2.4e+00	6.99990e+03	9.7e+01
3.6053e+03	2.4e+00	5.64683e+03	1.3e+02
3.6091e+03	2.4e+00	6.50780e+03	8.8e+01
3.6128e+03	2.4e+00	6.63257e+03	2.5e+02
3.6165e+03	2.4e+00	6.56486e+03	1.8e+02
3.6202e+03	2.4e+00	7.22996e+03	1.9e+02
3.6239e+03	2.4e+00	7.74747e+03	7.4e+01
3.6277e+03	2.4e+00	7.72962e+03	3.7e+02
3.6314e+03	2.4e+00	8.39842e+03	1.6e+02
3.6351e+03	2.4e+00	8.56472e+03	2.0e+02
3.6388e+03	2.4e+00	8.39746e+03	1.6e+01
3.6425e+03	2.4e+00	9.21024e+03	2.6e+01
3.6462e+03	2.4e+00	9.23980e+03	7.8e+01
3.6500e+03	2.4e+00	1.02861e+04	9.0e+01
3.6537e+03	2.4e+00	1.12906e+04	2.0e+02
3.6574e+03	2.4e+00	1.14391e+04	2.4e+02
3.6611e+03	2.4e+00	1.24071e+04	3.7e+02
3.6648e+03	2.4e+00	1.32817e+04	2.2e+02
3.6685e+03	2.4e+00	1.35146e+04	1.4e+02
3.6723e+03	2.4e+00	1.42626e+04	2.0e+02
3.6760e+03	2.4e+00	1.44680e+04	6.2e+01
3.6797e+03	2.4e+00	1.62868e+04	5.4e+02
3.6834e+03	2.4e+00	1.62076e+04	3.0e+02
3.6871e+03	2.4e+00	1.63283e+04	1.1e+02
3.6908e+03	2.4e+00	2.01978e+04	2.7e+02
3.6945e+03	2.4e+00	2.15347e+04	8.1e+02
3.6982e+03	2.4e+00	2.14217e+04	1.1e+03
3.7019e+03	2.4e+00	2.39559e+04	1.7e+02
3.7057e+03	2.4e+00	2.73719e+04	1.5e+02
3.7094e+03	2.4e+00	2.89823e+04	1.9e+02
3.7131e+03	2.4e+00	2.77523e+04	1.6e+02
3.7168e+03	2.4e+00	2.96009e+04	2.5e+02
3.7205e+03	2.4e+00	3.55514e+04	7.3e+02
3.7242e+03	2.4e+00	4.18311e+04	9.5e+02
3.7279e+03	2.4e+00	4.53830e+04	8.7e+02
3.7316e+03	2.4e+00	4.34347e+04	1.6e+03
3.7353e+03	2.4e+00	3.79359e+04	6.0e+02
3.7390e+03	2.4e+00	4.32593e+04	4.4e+02
3.7427e+03	2.4e+00	5.34256e+04	1.8e+02
3.7464e+03	2.4e+00	6.61296e+04	7.0e+02
3.7501e+03	2.4e+00	7.75837e+04	1.3e+03
3.7539e+03	2.4e+00	8.10032e+04	8.6e+02
3.7576e+03	2.4e+00	7.71762e+04	1.2e+03
3.7613e+03	2.4e+00	6.51467e+04	8.8e+02
3.7650e+03	2.4e+00	5.80009e+04	5.3e+02
3.7687e+03	2.4e+00	6.56508e+04	8.5e+02
3.7724e+03	2.4e+00	8.33017e+04	1.6e+03
3.7761e+03	2.4e+00	1.10179e+05	9.6e+02
3.7798e+03	2.4e+00	1.30895e+05	6.9e+02
3.7835e+03	2.4e+00	1.46728e+05	2.0e+03
3.7872e+03	2.4e+00	1.56197e+05	2.7e+03
3.7909e+03	2.4e+00	1.56102e+05	3.1e+03
3.7946e+03	2.4e+00	1.44446e+05	2.0e+03
3.7983e+03	2.4e+00	1.25781e+05	2.0e+03
3.8020e+03	2.4e+00	1.01357e+05	1.3e+03
3.8057e+03	2.4e+00	9.17778e+04	9.1e+02
3.8094e+03	2.4e+00	1.06150e+05	2.3e+03
3.8131e+03	2.4e+00	1.40126e+05	9.6e+02
3.8168e+03	2.4e+00	1.81495e+05	1.6e+03
3.8205e+03	2.4e+00	2.20238e+05	3.3e+03
3.8242e+03	2.4e+00	2.43546e+05	2.2e+03
3.8279e+03	2.4e+00	2.61361e+05	2.2e+03
3.8315e+03	2.4e+00	2.79204e+05	3.2e+03
3.8352e+03	2.4e+00	2.96252e+05	3.3e+03
3.8389e+03	2.4e+00	2.98742e+05	1.8e+03
3.8426e+03	2.4e+00	3.02408e+05	3.2e+03
3.8463e+03	2.4e+00	2.89346e+05	3.3e+03
3.8500e+03	2.4e+00	2.65049e+05	3.0e+03
3.8537e+03	2.4e+00	2.33102e+05	2.3e+03
3.8574e+03	2.4e+00	1.94971e+05	2.3e+03
3.8611e+03	2.4e+00	1.60118e+05	1.8e+03
3.8648e+03	2.4e+00	1.62814e+05	2.3e+03
3.8685e+03	2.4e+00	2.03641e+05	2.7e+03
3.8722e+03	2.4e+00	2.61520e+05	3.6e+03
3.8759e+03	2.4e+00	3.21366e+05	5.5e+03
3.8795e+03	2.4e+00	3.65582e+05	4.0e+03
3.8832e+03	2.4e+00	3.95375e+05	4.3e+03
3.8869e+03	2.4e+00	4.17235e+05	4.7e+03
3.8906e+03	2.4e+00	4.41654e+05	1.2e+03
3.8943e+03	2.4e+00	4.54703e+05	1.5e+03
3.8980e+03	2.4e+00	4.64268e+05	4.5e+03
3.9017e+03	2.4e+00	4.62646e+05	4.9e+03
3.9054e+03	2.4e+00	4.48604e+05	3.7e+03
3.9090e+03	2.4e+00	4.50086e+05	4.2e+03
3.9127e+03	2.4e+00	4.55528e+05	6.4e+03
3.9164e+03	2.4e+00	4.69743e+05	8.0e+03
3.9201e+03	2.4e+00	4.76969e+05	5.3e+03
3.9238e+03	2.4e+00	4.68151e+05	8.0e+03
3.9275e+03	2.4e+00	4.51364e+05	8.8e+03
3.9312e+03	2.4e+00	4.29526e+05	3.9e+03
3.9348e+03	2.4e+00	3.90644e+05	6.6e+03
3.9385e+03	2.4e+00	3.36898e+05	4.6e+03
3.9422e+03	2.4e+00	2.66549e+05	2.2e+03
3.9459e+03	2.4e+00	2.11731e+05	1.4e+03
3.9496e+03	2.4e+00	1.97674e+05	9.7e+02
3.9532e+03	2.4e+00	2.40907e+05	1.9e+03
