# lambda [A]	Dlambda [A]	specval [counts]
6.064349422149638485e+03	9.648101046837062045e-01	9.123873955163858795e+01
6.066761334195412019e+03	9.648039381966438954e-01	8.594913880301979248e+01
6.069173028651754976e+03	9.647959414327903493e-01	9.498235735762936827e+01
6.071584505518667356e+03	9.647861098272211278e-01	1.058073174307444617e+02
6.073995764796150070e+03	9.647744388980701302e-01	1.327667735717870414e+02
6.076406806484201297e+03	9.647609242462347190e-01	1.359276699250451088e+02
6.078817630582823767e+03	9.647455615554224595e-01	1.289870740229629291e+02
6.081228237092013842e+03	9.647283465919629375e-01	1.196992530242184500e+02
6.083638626011775159e+03	9.647092752048448405e-01	1.008371105512795651e+02
6.086048797342104081e+03	9.646883433255393214e-01	7.928432507307371679e+01
6.088458751083004245e+03	9.646655469681512107e-01	6.836849257903445221e+01
6.090868487234472923e+03	9.646408822289757046e-01	9.368189447424065008e+01
6.093278005796511934e+03	9.646143452867926849e-01	1.206701812825061353e+02
6.095687306769119459e+03	9.645859324025682913e-01	1.410049966297938795e+02
6.098096390152298227e+03	9.645556399195844843e-01	1.751523787917550408e+02
6.100505255946044599e+03	9.645234642631004274e-01	1.772134969342750992e+02
6.102913904150362214e+03	9.644894019406340391e-01	1.354183233427783648e+02
6.105322334765248343e+03	9.644534495417461661e-01	1.160185919311221312e+02
6.107730547790703895e+03	9.644156037378328605e-01	9.230526171006857794e+01
6.110138543226729780e+03	9.643758612824366860e-01	7.297694176113411402e+01
6.112546321073324179e+03	9.643342190107272449e-01	7.509351862114833409e+01
6.114953881330488912e+03	9.642906738400162103e-01	8.158048249549247544e+01
6.117361223998223068e+03	9.642452227691831190e-01	7.325476913470269835e+01
6.119768349076526647e+03	9.641978628790474071e-01	8.685538637660205552e+01
6.122175256565399650e+03	9.641485913319398637e-01	8.758477289233407248e+01
6.124581946464842986e+03	9.640974053721592663e-01	7.322625035454534270e+01
6.126988418774854836e+03	9.640443023253792987e-01	7.624307912611745053e+01
6.129394673495437019e+03	9.639892795990442353e-01	7.453217570481223220e+01
6.131800710626587716e+03	9.639323346822513683e-01	8.007139659195827619e+01
6.134206530168309655e+03	9.638734651454736735e-01	7.445867920566652742e+01
6.136612132120600108e+03	9.638126686408818866e-01	8.495361635862988692e+01
6.139017516483459985e+03	9.637499429020867092e-01	1.101895768439681262e+02
6.141422683256889286e+03	9.636852857442588238e-01	1.525042580456858161e+02
6.143827632440888920e+03	9.636186950640092119e-01	1.920109214587258180e+02
6.146232364035457067e+03	9.635501688394472186e-01	1.915880929500773675e+02
6.148636878040596457e+03	9.634797051300211246e-01	1.672943431295337575e+02
6.151041174456303452e+03	9.634073020768914031e-01	1.372650409350356426e+02
6.153445253282581689e+03	9.633329579023258704e-01	1.018251366360146903e+02
6.155849114519427530e+03	9.632566709102842184e-01	7.464077810757183329e+01
6.158252758166844615e+03	9.631784394860690712e-01	7.382003449630950342e+01
6.160656184224830213e+03	9.630982620962809104e-01	1.000953586548166925e+02
6.163059392693386144e+03	9.630161372892336313e-01	1.111596162051911563e+02
6.165462383572510589e+03	9.629320636943906608e-01	1.097738450426481478e+02
6.167865156862206277e+03	9.628460400228739946e-01	1.079623728769607141e+02
6.170267712562469569e+03	9.627580650670606310e-01	1.029726563590067201e+02
6.172670050673304104e+03	9.626681377010438689e-01	9.530019114852615303e+01
6.175072171194707153e+03	9.625762568801098373e-01	8.534906050080547857e+01
6.177474074126680534e+03	9.624824216413071509e-01	7.896340822143832838e+01
6.179875759469222430e+03	9.623866311029726228e-01	7.674613915156325561e+01
6.182277227222334659e+03	9.622888844651358298e-01	7.570299180144881745e+01
6.184678477386016311e+03	9.621891810093451403e-01	7.317646839396478242e+01
6.187079509960267387e+03	9.620875200986863662e-01	7.773457634954850448e+01
6.189480324945087887e+03	9.619839011779974802e-01	7.381461511662935493e+01
6.191880922340478719e+03	9.618783237735452074e-01	7.827349151559373297e+01
6.194281302146438065e+03	9.617707874935175205e-01	7.743721502962033298e+01
6.196681464362967745e+03	9.616612920275955378e-01	6.862753506087834410e+01
6.199081408990065938e+03	9.615498371474133776e-01	7.063105717852297971e+01
6.201481136027734465e+03	9.614364227063567636e-01	5.934424101396449913e+01
6.203880645475972415e+03	9.613210486396071008e-01	6.321799924717932839e+01
6.206279937334779788e+03	9.612037149641812217e-01	6.793685652098741912e+01
6.208679011604156585e+03	9.610844217792395838e-01	6.929128982065088849e+01
6.211077868284103715e+03	9.609631692657759627e-01	6.954281326786333750e+01
6.213476507374619359e+03	9.608399576868273950e-01	8.680702146240406591e+01
6.215874928875705336e+03	9.607147873877236455e-01	9.147355546245557889e+01
6.218273132787359827e+03	9.605876587956586610e-01	7.539116961003341544e+01
6.220671119109584652e+03	9.604585724203521524e-01	8.000048019072860939e+01
6.223068887842379809e+03	9.603275288535666476e-01	8.534599129634624148e+01
6.225466438985742570e+03	9.601945287696561637e-01	7.811309835783086442e+01
6.227863772539676575e+03	9.600595729251919508e-01	7.472893589253078517e+01
6.230260888504179093e+03	9.599226621594197928e-01	7.924173148737062888e+01
6.232657786879251944e+03	9.597837973940911427e-01	6.508183084750164937e+01
6.235054467664894219e+03	9.596429796335627094e-01	6.114945301729409266e+01
6.237450930861105917e+03	9.595002099650767891e-01	6.987477512857482509e+01
6.239847176467887039e+03	9.593554895584442965e-01	6.856309074099542045e+01
6.242243204485237584e+03	9.592088196667075684e-01	6.961520584452867411e+01
6.244639014913157553e+03	9.590602016256138951e-01	5.542449800480407873e+01
6.247034607751647854e+03	9.589096368541655258e-01	5.754860064077287518e+01
6.249429983000706670e+03	9.587571268544236025e-01	7.302477433616249414e+01
6.251825140660336729e+03	9.586026732118411164e-01	7.043338959830893486e+01
6.254220080730534391e+03	9.584462775951392288e-01	7.335705309875208968e+01
6.256614803211303297e+03	9.582879417566307900e-01	6.788143820902534742e+01
6.259009308102639807e+03	9.581276675320491432e-01	7.900463009083065913e+01
6.261403595404547559e+03	9.579654568408770832e-01	1.037745452490230349e+02
6.263797665117023826e+03	9.578013116864187992e-01	1.161401269652532591e+02
6.266191517240070425e+03	9.576352341558813652e-01	1.413285901448895174e+02
6.268585151773685539e+03	9.574672264204888705e-01	1.459589434041034792e+02
6.270978568717871894e+03	9.572972907354804217e-01	1.190341132540806512e+02
6.273371768072625855e+03	9.571254294405263652e-01	1.029648670442266649e+02
6.275764749837951058e+03	9.569516449595607543e-01	7.926061148933165157e+01
6.278157514013844775e+03	9.567759398010836636e-01	7.456409123357482827e+01
6.280550060600308825e+03	9.565983165580437264e-01	7.633756579370695761e+01
6.282942389597341389e+03	9.564187779084283303e-01	6.968826290796405942e+01
6.285334501004944286e+03	9.562373266148460615e-01	6.999536894399177811e+01
6.287726394823115697e+03	9.560539655251225621e-01	7.152266594010571055e+01
6.290118071051858351e+03	9.558686975721036871e-01	7.608001384911898413e+01
6.292509529691168609e+03	9.556815257740486347e-01	7.802555165388416469e+01
6.294900770741050110e+03	9.554924532346014132e-01	7.694483171481323325e+01
6.297291794201500124e+03	9.553014831429814668e-01	7.402999186565682521e+01
6.299682600072520472e+03	9.551086187741764100e-01	7.564924721491449588e+01
6.302073188354109334e+03	9.549138634890401711e-01	8.741225634442696446e+01
6.304463559046269438e+03	9.547172207344990502e-01	9.511100801689251227e+01
6.306853712148997147e+03	9.545186940436104495e-01	9.657331022927778008e+01
6.309243647662296098e+03	9.543182870359452341e-01	8.926039966167948592e+01
6.311633365586163563e+03	9.541160034173171711e-01	8.081087689270349017e+01
6.314022865920600452e+03	9.539118469805196732e-01	7.496542497782485270e+01
6.316412148665606765e+03	9.537058216049564274e-01	8.164785891851290955e+01
6.318801213821184319e+03	9.534979312571755239e-01	6.510570035651288379e+01
6.321190061387329479e+03	9.532881799909663778e-01	5.741683180533591724e+01
6.323578691364044971e+03	9.530765719472960029e-01	6.700893083844432851e+01
6.325967103751329887e+03	9.528631113548508003e-01	6.751098148481374039e+01
6.328355298549185136e+03	9.526478025298658059e-01	7.477086150707118861e+01
6.330743275757608899e+03	9.524306498766871298e-01	1.014462378402752734e+02
6.333131035376602085e+03	9.522116578875021720e-01	1.150765404042613085e+02
6.335518577406165605e+03	9.519908311430184122e-01	1.062509014561757255e+02
6.337905901846297638e+03	9.517681743122291538e-01	9.536866807023316994e+01
6.340293008697000005e+03	9.515436921528289682e-01	9.249919930703433124e+01
6.342679897958271795e+03	9.513173895114098721e-01	7.988487160585243885e+01
6.345066569630113918e+03	9.510892713235237217e-01	6.004773280913045141e+01
6.347453023712523645e+03	9.508593426141220828e-01	6.848043698732524831e+01
6.349839260205504615e+03	9.506276084974154550e-01	8.120767470018803635e+01
6.352225279109055009e+03	9.503940741774372647e-01	7.715444285137299119e+01
6.354611080423174826e+03	9.501587449479754754e-01	7.367989461448730992e+01
6.356996664147863157e+03	9.499216261929926963e-01	7.660837309702331765e+01
6.359382030283122731e+03	9.496827233866071971e-01	7.576692612928052029e+01
6.361767178828949909e+03	9.494420420936159344e-01	7.132373846153929264e+01
6.364152109785348330e+03	9.491995879693007065e-01	6.446309913050021123e+01
6.366536823152315264e+03	9.489553667601358100e-01	6.793379999382328549e+01
6.368921318929852532e+03	9.487093843036523699e-01	7.278239450457604676e+01
6.371305597117958314e+03	9.484616465287536435e-01	7.139006526536593356e+01
6.373689657716635338e+03	9.482121594559963507e-01	6.930188229137655753e+01
6.376073500725879967e+03	9.479609291977914021e-01	8.696618577506318104e+01
6.378457126145695838e+03	9.477079619586527004e-01	1.219717491494174908e+02
6.380840533976080224e+03	9.474532640353503510e-01	1.466604213279302655e+02
6.383223724217034942e+03	9.471968418172546089e-01	1.504886855058901745e+02
6.385606696868558174e+03	9.469387017866141010e-01	1.647956288338834838e+02
6.387989451930651740e+03	9.466788505185596003e-01	1.384847842276813026e+02
6.390371989403313819e+03	9.464172946816946652e-01	9.166744994121056322e+01
6.392754309286547141e+03	9.461540410380145927e-01	7.809876467903561092e+01
6.395136411580348067e+03	9.458890964433367410e-01	9.282833508297177616e+01
6.397518296284720236e+03	9.456224678476372603e-01	1.616064044382499958e+02
6.399899963399660919e+03	9.453541622950361045e-01	2.286316071776886645e+02
6.402281412925171935e+03	9.450841869243183924e-01	2.582893623404352184e+02
6.404662644861251465e+03	9.448125489690898382e-01	2.515883308452926030e+02
6.407043659207901328e+03	9.445392557578896620e-01	2.011320468761899178e+02
6.409424455965120615e+03	9.442643147148467309e-01	1.265552282491673139e+02
6.411805035132910234e+03	9.439877333595041442e-01	8.380327406938810952e+01
6.414185396711267458e+03	9.437095193073301580e-01	9.762403770724580454e+01
6.416565540700195925e+03	9.434296802700656848e-01	9.368678493449503719e+01
6.418945467099692905e+03	9.431482240558118901e-01	9.251554568184566563e+01
6.421325175909760219e+03	9.428651585692616743e-01	8.772729937801564404e+01
6.423704667130396956e+03	9.425804918123409371e-01	7.793409711049891087e+01
6.426083940761603117e+03	9.422942318840011877e-01	7.927339083577140855e+01
6.428462996803378701e+03	9.420063869809258694e-01	7.359793195234830421e+01
6.430841835255723709e+03	9.417169653976357191e-01	7.756551340507614611e+01
6.433220456118638140e+03	9.414259755266646268e-01	7.881095202214274309e+01
6.435598859392122904e+03	9.411334258590469126e-01	8.327585999219110136e+01
6.437977045076176182e+03	9.408393249845352635e-01	8.120328404294410518e+01
6.440355013170799793e+03	9.405436815918810645e-01	6.946937059577031448e+01
6.442732763675992828e+03	9.402465044691702412e-01	7.447553868393849541e+01
6.445110296591754377e+03	9.399478025040625129e-01	7.745585903600050415e+01
6.447487611918087168e+03	9.396475846841388924e-01	7.799982590252611203e+01
6.449864709654988474e+03	9.393458600972441896e-01	7.936386256187766719e+01
6.452241589802460112e+03	9.390426379316567651e-01	7.413469309985211453e+01
6.454618252360500264e+03	9.387379274765185189e-01	6.945133971895847935e+01
6.456994697329110750e+03	9.384317381222138099e-01	7.427707836775864791e+01
6.459370924708290659e+03	9.381240793604697092e-01	7.437508894378458990e+01
6.461746934498039991e+03	9.378149607848532687e-01	6.705233040192166527e+01
6.464122726698358747e+03	9.375043920908679995e-01	7.770282193745339328e+01
6.466498301309246926e+03	9.371923830766369923e-01	7.381507901980961606e+01
6.468873658330704529e+03	9.368789436428748285e-01	8.072119889255802150e+01
6.471248797762732465e+03	9.365640837933926210e-01	8.805638108380227891e+01
6.473623719605329825e+03	9.362478136352934133e-01	7.367709229113951608e+01
6.475998423858496608e+03	9.359301433796030079e-01	6.874846902675774629e+01
6.478372910522232814e+03	9.356110833410745675e-01	6.883665575054712349e+01
6.480747179596538444e+03	9.352906439390201720e-01	7.820655957310636097e+01
6.483121231081413498e+03	9.349688356974459325e-01	8.059569449519598550e+01
6.485495064976858885e+03	9.346456692453022352e-01	8.026717257795333182e+01
6.487868681282872785e+03	9.343211553168732086e-01	8.686184421017452451e+01
6.490242079999457019e+03	9.339953047523199547e-01	8.066612936900813224e+01
6.492615261126609767e+03	9.336681284976695583e-01	7.350042124386816056e+01
6.494988224664333757e+03	9.333396376053395560e-01	7.781883095734141875e+01
6.497360970612625351e+03	9.330098432346248805e-01	8.151690618585863035e+01
6.499733498971488189e+03	9.326787566517308337e-01	9.302030051001172239e+01
6.502105809740919540e+03	9.323463892303779366e-01	1.379906880437073369e+02
6.504477902920921224e+03	9.320127524519056239e-01	1.594109333407473059e+02
6.506849778511491422e+03	9.316778579059346033e-01	1.480918670269714426e+02
6.509221436512631954e+03	9.313417172905116281e-01	1.588273543561383008e+02
6.511592876924341908e+03	9.310043424123778388e-01	1.207562034301925280e+02
6.513964099746621287e+03	9.306657451875973708e-01	8.399082742421947501e+01
6.516335104979470088e+03	9.303259376416841420e-01	8.127399222066321727e+01
6.518705892622889223e+03	9.299849319100108591e-01	8.384373695337467325e+01
6.521076462676876872e+03	9.296427402382597682e-01	8.341957658530549224e+01
6.523446815141434854e+03	9.292993749826515826e-01	7.865288018314222995e+01
6.525816950016561350e+03	9.289548486103671454e-01	8.573044818197820405e+01
6.528186867302259088e+03	9.286091736999709800e-01	9.377505644826814546e+01
6.530556566998524431e+03	9.282623629416053568e-01	9.362563488692769909e+01
6.532926049105361017e+03	9.279144291375692744e-01	9.612892822894491474e+01
6.535295313622766116e+03	9.275653852025383950e-01	1.050111210789995653e+02
6.537664360550741549e+03	9.272152441639157638e-01	1.000171748966916709e+02
6.540033189889285495e+03	9.268640191623607194e-01	8.843347403765625359e+01
6.542401801638399775e+03	9.265117234518962519e-01	8.567613958418407094e+01
6.544770195798083478e+03	9.261583704006312034e-01	7.226052025785044464e+01
6.547138372368336604e+03	9.258039734906630125e-01	7.580149549663128994e+01
6.549506331349159154e+03	9.254485463190316175e-01	7.866410216993041615e+01
6.551874072740551128e+03	9.250921025975008538e-01	1.037409819525688306e+02
6.554241596542512525e+03	9.247346561533608122e-01	1.182969450542296954e+02
6.556608902755043346e+03	9.243762209295709464e-01	1.951809954924565602e+02
6.558975991378145409e+03	9.240168109852878731e-01	3.078448379523497920e+02
6.561342862411815076e+03	9.236564404960866392e-01	3.275756058332413545e+02
6.563709515856055987e+03	9.232951237544125833e-01	3.329688214416967185e+02
6.566075951710864501e+03	9.229328751701032507e-01	2.816056578483947987e+02
6.568442169976244259e+03	9.225697092703494251e-01	1.661210980419262171e+02
6.570808170652192530e+03	9.222056407006026246e-01	9.428336123441170002e+01
6.573173953738711134e+03	9.218406842245212562e-01	9.027578025049619725e+01
6.575539519235798252e+03	9.214748547245937838e-01	8.571809854252833816e+01
6.577904867143455704e+03	9.211081672023549993e-01	9.184291895372011538e+01
6.580269997461682578e+03	9.207406367789791046e-01	8.810653024344938444e+01
6.582634910190478877e+03	9.203722786954110502e-01	7.594138422872914873e+01
6.584999605329844599e+03	9.200031083129601717e-01	8.229747954054089121e+01
6.587364082879780653e+03	9.196331411134157641e-01	8.060892334640746526e+01
6.589728342840285222e+03	9.192623926997876005e-01	8.492264125355917770e+01
6.592092385211360124e+03	9.188908787963357971e-01	1.066242136983163391e+02
6.594456209993004450e+03	9.185186152490874001e-01	1.380701047082835942e+02
6.596819817185218199e+03	9.181456180264070399e-01	1.426212317841053334e+02
6.599183206788001371e+03	9.177719032188704773e-01	1.357212922592804887e+02
6.601546378801353967e+03	9.173974870402988868e-01	1.445458513895024169e+02
6.603909333225275986e+03	9.170223858274846318e-01	1.186811936780763261e+02
6.606272070059768339e+03	9.166466160411858022e-01	9.481165203312579592e+01
6.608634589304829206e+03	9.162701942658736387e-01	8.219367770269204243e+01
6.610996890960461315e+03	9.158931372107109725e-01	8.795947434571364454e+01
6.613358975026661028e+03	9.155154617093281821e-01	8.249337798692879176e+01
6.615720841503431984e+03	9.151371847208161769e-01	8.053774309096040440e+01
6.618082490390770545e+03	9.147583233296328054e-01	9.098754205219798052e+01
6.620443921688680348e+03	9.143788947460810279e-01	8.229406482175151893e+01
6.622805135397158665e+03	9.139989163068652500e-01	8.248922393165844369e+01
6.625166131516207315e+03	9.136184054751173012e-01	8.513623018004514620e+01
6.627526910045824479e+03	9.132373798412377619e-01	8.202095843870090164e+01
6.629887470986012886e+03	9.128558571226701446e-01	7.821129569110993884e+01
6.632247814336768897e+03	9.124738551649113072e-01	7.896044402546385754e+01
6.634607940098096151e+03	9.120913919412352300e-01	8.016562381992507369e+01
6.636967848269991919e+03	9.117084855535841914e-01	8.223629423966495722e+01
6.639327538852458019e+03	9.113251542326235022e-01	9.025222809017776626e+01
6.641687011845492634e+03	9.109414163381934770e-01	9.204354378695492755e+01
6.644046267249097582e+03	9.105572903596722556e-01	9.745491531484508130e+01
6.646405305063271044e+03	9.101727949162676801e-01	8.529675034814897572e+01
6.648764125288015748e+03	9.097879487574774826e-01	7.955824970354206016e+01
6.651122727923328057e+03	9.094027707632992286e-01	8.593491899162073366e+01
6.653481112969211608e+03	9.090172799447016061e-01	7.809174838545503405e+01
6.655839280425663674e+03	9.086314954439781433e-01	7.643374052850511191e+01
6.658197230292686072e+03	9.082454365349322822e-01	8.391338441587184604e+01
6.660554962570276984e+03	9.078591226233356792e-01	8.608625150633065459e+01
6.662912477258438230e+03	9.074725732472802564e-01	7.957892324164285469e+01
6.665269774357168899e+03	9.070858080774347743e-01	8.546307803261886704e+01
6.667626853866468991e+03	9.066988469175252252e-01	8.805254511148820029e+01
6.669983715786339417e+03	9.063117097044992576e-01	1.422207900028285508e+02
6.672340360116777447e+03	9.059244165088278233e-01	2.230900032428125144e+02
6.674696786857786719e+03	9.055369875350784969e-01	2.551675116172943945e+02
6.677052996009365415e+03	9.051494431219212489e-01	2.644131929468747444e+02
6.679408987571513535e+03	9.047618037427025417e-01	2.466596971711720414e+02
6.681764761544230169e+03	9.043740900054985099e-01	1.693991342389264787e+02
6.684120317927518045e+03	9.039863226537691032e-01	8.854977061764373047e+01
6.686475656721374435e+03	9.035985225663172304e-01	8.001544107284760798e+01
6.688830777925800248e+03	9.032107107577856953e-01	8.891481829293182670e+01
6.691185681540796395e+03	9.028229083789149900e-01	8.918103627447156612e+01
6.693540367566361965e+03	9.024351367168278459e-01	8.393608861168999624e+01
6.695894836002496049e+03	9.020474171952390652e-01	8.124071574303664534e+01
6.698249086849200467e+03	9.016597713749444631e-01	8.474482487787878426e+01
6.700603120106474307e+03	9.012722209539187901e-01	8.738478267425423951e+01
6.702956935774318481e+03	9.008847877675751903e-01	8.309849989081610033e+01
6.705310533852730259e+03	9.004974937892795683e-01	8.783683386328888787e+01
6.707663914341713280e+03	9.001103611301582985e-01	1.044400194059524125e+02
6.710017077241265724e+03	8.997234120399579815e-01	1.119525113260235685e+02
6.712370022551387592e+03	8.993366689067482378e-01	1.336886150356259577e+02
6.714722750272077974e+03	8.989501542575736304e-01	1.443327325702233850e+02
6.717075260403339598e+03	8.985638907583826107e-01	1.545854789690520761e+02
6.719427552945168827e+03	8.981779012145022500e-01	1.249044604095724083e+02
6.721779627897569299e+03	8.977922085707537025e-01	9.403584589537236127e+01
6.724131485260538284e+03	8.974068359117415294e-01	8.989847420048639037e+01
6.726483125034077602e+03	8.970218064620121279e-01	8.885443969113725871e+01
6.728834547218185435e+03	8.966371435863398354e-01	9.204591829059069141e+01
6.731185751812864510e+03	8.962528707898084201e-01	7.691171134827472144e+01
6.733536738818111189e+03	8.958690117181559165e-01	8.428760824311203237e+01
6.735887508233929111e+03	8.954855901579465982e-01	9.412773482452109874e+01
6.738238060060315547e+03	8.951026300366485833e-01	8.731161117054861620e+01
6.740588394297272316e+03	8.947201554229904374e-01	9.261496277787833264e+01
6.742938510944797599e+03	8.943381905269450760e-01	7.803550297511588951e+01
6.745288410002893215e+03	8.939567597000642740e-01	1.047079201470702401e+02
6.747638091471557345e+03	8.935758874354166048e-01	1.314739896204560523e+02
6.749987555350792718e+03	8.931955983681213462e-01	1.233604978820177536e+02
6.752336801640595695e+03	8.928159172751515271e-01	1.396411327507538829e+02
6.754685830340969915e+03	8.924368690755510869e-01	1.410329505286077847e+02
6.757034641451912648e+03	8.920584788305948587e-01	9.996678009872987047e+01
6.759383234973425715e+03	8.916807717438863801e-01	8.745791026637392918e+01
6.761731610905507296e+03	8.913037731617090564e-01	9.477493335620489745e+01
6.764079769248160119e+03	8.909275085725403276e-01	8.968487311037725362e+01
6.766427710001380547e+03	8.905520036078408141e-01	9.081292456197579099e+01
6.768775433165172217e+03	8.901772840416624089e-01	9.418162692025435945e+01
6.771122938739531492e+03	8.898033757909165065e-01	8.676274717964676597e+01
6.773470226724461099e+03	8.894303049154269614e-01	7.633217934416521189e+01
6.775817297119961040e+03	8.890580976180126882e-01	7.018101308618743417e+01
6.778164149926029495e+03	8.886867802443767506e-01	9.276880942290134158e+01
6.780510785142669192e+03	8.883163792833624894e-01	9.018327006431292148e+01
6.782857202769876494e+03	8.879469213668224059e-01	8.299537660741023615e+01
6.785203402807655038e+03	8.875784332697661538e-01	9.130707711918974212e+01
6.787549385256001187e+03	8.872109419102737204e-01	8.242815535999184817e+01
6.789895150114918579e+03	8.868444743494943161e-01	7.568974866938526702e+01
6.792240697384404484e+03	8.864790577917063263e-01	8.703872338457352953e+01
6.794586027064460723e+03	8.861147195842471458e-01	8.423246307817403533e+01
6.796931139155086385e+03	8.857514872174550025e-01	8.142567325697150693e+01
6.799276033656281470e+03	8.853893883247043739e-01	8.753800599923152959e+01
6.801620710568045070e+03	8.850284506822700958e-01	8.139662447571895143e+01
6.803965169890379912e+03	8.846687022093150388e-01	8.530926410921685488e+01
6.806309411623283268e+03	8.843101709676989275e-01	8.111826720672679869e+01
6.808653435766756957e+03	8.839528851621432093e-01	7.616782850411524919e+01
6.810997242320799160e+03	8.835968731397344511e-01	8.555683978903213927e+01
6.813340831285411696e+03	8.832421633902339808e-01	8.781483916855043503e+01
6.815684202660593655e+03	8.828887845456679928e-01	8.142491688042225917e+01
6.818027356446345038e+03	8.825367653801952095e-01	8.658898523957006432e+01
6.820370292642665845e+03	8.821861348101932565e-01	9.546016901450640546e+01
6.822713011249556985e+03	8.818369218936980003e-01	9.079745053881548245e+01
6.825055512267015729e+03	8.814891558306493513e-01	7.818456594098252310e+01
6.827397795695046625e+03	8.811428659624320758e-01	8.197019628226392740e+01
6.829739861533645126e+03	8.807980817716195565e-01	9.089375516232797736e+01
6.832081709782813959e+03	8.804548328820424041e-01	9.685179145399771983e+01
6.834423340442552217e+03	8.801131490582716488e-01	9.231937792556898614e+01
6.836764753512859897e+03	8.797730602054244509e-01	9.655231110191633093e+01
6.839105948993737002e+03	8.794345963691505563e-01	1.037058744263024010e+02
6.841446926885184439e+03	8.790977877348690184e-01	1.011507086551433190e+02
6.843787687187200390e+03	8.787626646280158882e-01	9.347169357060644757e+01
6.846128229899786675e+03	8.784292575132905956e-01	8.658442784670090475e+01
6.848468555022941473e+03	8.780975969945502557e-01	8.922238478306216791e+01
6.850808662556667514e+03	8.777677138145273394e-01	8.317167445321652508e+01
6.853148552500961159e+03	8.774396388543932446e-01	9.335858748262477036e+01
6.855488224855826047e+03	8.771134031331446756e-01	9.975415062249065556e+01
6.857827679621259449e+03	8.767890378077433100e-01	8.420039198786922441e+01
6.860166916797263184e+03	8.764665741722748038e-01	9.234639591094193634e+01
6.862505936383835433e+03	8.761460436576751221e-01	1.114391802892293839e+02
6.864844738380978924e+03	8.758274778313513975e-01	1.244168505187870721e+02
6.867183322788690020e+03	8.755109083965667560e-01	1.403217129260022773e+02
6.869521689606971449e+03	8.751963671921885179e-01	1.332834227430923590e+02
6.871859838835822302e+03	8.748838861919912002e-01	1.255863948281590581e+02
6.874197770475243487e+03	8.745734975043132353e-01	1.102511932846011860e+02
6.876535484525233187e+03	8.742652333714542312e-01	9.425880775826932734e+01
6.878872980985793220e+03	8.739591261691671553e-01	9.201105384171039248e+01
6.881210259856921766e+03	8.736552084060112966e-01	9.574202445121596838e+01
6.883547321138620646e+03	8.733535127228894135e-01	1.072679869657556964e+02
6.885884164830888949e+03	8.730540718925111632e-01	1.008852672362247205e+02
6.888220790933726676e+03	8.727569188184701732e-01	8.567392303592109215e+01
6.890557199447134735e+03	8.724620865350362076e-01	8.688720932264538988e+01
6.892893390371111309e+03	8.721696082060644839e-01	9.237769943941933093e+01
6.895229363705658216e+03	8.718795171248556741e-01	9.943562023960031127e+01
6.897565119450773636e+03	8.715918467128642710e-01	9.631210320758397359e+01
6.899900657606460300e+03	8.713066305194465677e-01	9.263598029742425410e+01
6.902235978172714567e+03	8.710239022209775861e-01	1.028818563073794934e+02
6.904571081149540078e+03	8.707436956200876876e-01	9.700959003300332029e+01
6.906905966536934102e+03	8.704660446448128086e-01	9.150191394422169822e+01
6.909240634334898459e+03	8.701909833480271361e-01	9.669742250829884256e+01
6.911575084543431331e+03	8.699185459064883164e-01	9.330137552122145905e+01
6.913909317162534535e+03	8.696487666200414246e-01	8.893603777356138096e+01
6.916243332192206253e+03	8.693816799106637294e-01	9.732968903129419402e+01
6.918577129632449214e+03	8.691173203217580356e-01	1.055907593422372202e+02
6.920910709483259780e+03	8.688557225172620635e-01	1.279701618963382117e+02
6.923244071744641587e+03	8.685969212805563222e-01	1.594578419646671819e+02
6.925577216416591909e+03	8.683409515137358037e-01	1.505485758422786660e+02
6.927910143499112564e+03	8.680878482364421389e-01	1.569243697554323944e+02
6.930242852992201733e+03	8.678376465851744825e-01	1.738572505123111114e+02
6.932575344895861235e+03	8.675903818119143907e-01	1.320039009022526386e+02
6.934907619210090161e+03	8.673460892835654912e-01	1.085632833516395976e+02
6.937239675934889419e+03	8.671048044805018673e-01	1.271625183460958937e+02
6.939571515070256282e+03	8.668665629957341690e-01	1.091025461173102968e+02
6.941903136616194388e+03	8.666314005337001358e-01	1.041819396914759466e+02
6.944234540572701007e+03	8.663993529091897905e-01	1.124188438969049884e+02
6.946565726939777960e+03	8.661704560464028591e-01	1.087407945376465932e+02
6.948896695717424336e+03	8.659447459774349820e-01	1.024658613175030553e+02
6.951227446905640136e+03	8.657222588413964193e-01	1.130259222228592222e+02
6.953557980504425359e+03	8.655030308830745644e-01	8.634253618086840731e+01
6.955888296513780006e+03	8.652870984517770925e-01	4.015090960223400316e+02
6.958218394933704076e+03	8.650744980000880657e-01	8.968311013198581350e+02
6.960548275764198479e+03	8.648652660825746352e-01	9.422858157415173537e+02
6.962877939005261396e+03	8.646594393543569623e-01	9.328070511072126010e+02
6.965207384656895556e+03	8.644570545701307784e-01	9.831671352363148344e+02
6.967536612719097320e+03	8.642581485825417964e-01	6.065543502765507355e+02
6.969865623191870327e+03	8.640627583408249102e-01	8.559664127776298415e+01
6.972194416075210938e+03	8.638709208896825364e-01	1.223802586264364720e+02
6.974522991369122792e+03	8.636826733675146972e-01	1.148625147932961994e+02
6.976851349073603160e+03	8.634980530054152670e-01	1.028365004470350073e+02
6.979179489188653861e+03	8.633170971251978854e-01	1.017091638938790652e+02
6.981507411714273076e+03	8.631398431384189607e-01	1.069728205646567432e+02
