# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
-1.286723454702488652e+03	1.466018874748766393e+03	nan	nan
-1.282493495233576596e+03	1.462931621429429697e+03	nan	nan
-1.278263957474618564e+03	1.459849241727387835e+03	nan	nan
-1.274034841425615468e+03	1.456771730524250643e+03	nan	nan
-1.269806147086566398e+03	1.453699082704310285e+03	nan	nan
-1.265577874457471808e+03	1.450631293154537843e+03	nan	nan
-1.261350023538331243e+03	1.447568356764586269e+03	nan	nan
-1.257122594329145159e+03	1.444510268426788116e+03	nan	nan
-1.252895586829913555e+03	1.441457023036156443e+03	nan	nan
-1.248669001040635521e+03	1.438408615490386410e+03	nan	nan
-1.244442836961312423e+03	1.435365040689851867e+03	nan	nan
-1.240217094591943805e+03	1.432326293537608080e+03	nan	nan
-1.235991773932529213e+03	1.429292368939391736e+03	nan	nan
-1.231766874983068647e+03	1.426263261803618207e+03	nan	nan
-1.227542397743563015e+03	1.423238967041385422e+03	nan	nan
-1.223318342214010954e+03	1.420219479566470909e+03	nan	nan
-1.219094708394413374e+03	1.417204794295332476e+03	nan	nan
-1.214871496284770274e+03	1.414194906147109123e+03	nan	nan
-1.210648705885081199e+03	1.411189810043620582e+03	nan	nan
-1.206426337195346605e+03	1.408189500909366870e+03	nan	nan
-1.202204390215566491e+03	1.405193973671527829e+03	nan	nan
-1.197982864945740403e+03	1.402203223259965398e+03	nan	nan
-1.193761761385868795e+03	1.399217244607221119e+03	nan	nan
-1.189541079535951212e+03	1.396236032648517721e+03	nan	nan
-1.185320819395988110e+03	1.393259582321757307e+03	nan	nan
-1.181100980965979488e+03	1.390287888567524533e+03	nan	nan
-1.176881564245924892e+03	1.387320946329082744e+03	nan	nan
-1.172662569235824776e+03	1.384358750552377160e+03	nan	nan
-1.168443995935678686e+03	1.381401296186032823e+03	nan	nan
-1.164225844345487076e+03	1.378448578181355515e+03	nan	nan
-1.160008114465249491e+03	1.375500591492332433e+03	nan	nan
-1.155790806294966387e+03	1.372557331075630145e+03	nan	nan
-1.151573919834637763e+03	1.369618791890596185e+03	nan	nan
-1.147357455084263165e+03	1.366684968899259275e+03	nan	nan
-1.143141412043843047e+03	1.363755857066328190e+03	nan	nan
-1.138925790713376955e+03	1.360831451359191988e+03	nan	nan
-1.134710591092864888e+03	1.357911746747921597e+03	nan	nan
-1.130495813182307757e+03	1.354996738205266638e+03	nan	nan
-1.126281456981704650e+03	1.352086420706659510e+03	nan	nan
-1.122067522491056025e+03	1.349180789230211076e+03	nan	nan
-1.117854009710361879e+03	1.346279838756713616e+03	nan	nan
-1.113640918639621759e+03	1.343383564269641283e+03	nan	nan
-1.109428249278835665e+03	1.340491960755146920e+03	nan	nan
-1.105216001628004051e+03	1.337605023202064558e+03	nan	nan
-1.101004175687126462e+03	1.334722746601909648e+03	nan	nan
-1.096792771456203809e+03	1.331845125948876785e+03	nan	nan
-1.092581788935235181e+03	1.328972156239842661e+03	nan	nan
-1.088371228124220579e+03	1.326103832474363571e+03	nan	nan
-1.084161089023160457e+03	1.323240149654676088e+03	nan	nan
-1.079951371632054816e+03	1.320381102785699341e+03	nan	nan
-1.075742075950902745e+03	1.317526686875030009e+03	nan	nan
-1.071533201979705609e+03	1.314676896932948466e+03	nan	nan
-1.067324749718462954e+03	1.311831727972413319e+03	nan	nan
-1.063116719167174324e+03	1.308991175009065046e+03	nan	nan
-1.058909110325840174e+03	1.306155233061224180e+03	nan	nan
-1.054701923194460051e+03	1.303323897149892446e+03	nan	nan
-1.050495157773034407e+03	1.300497162298750709e+03	nan	nan
-1.046288814061562334e+03	1.297675023534162847e+03	nan	nan
