# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5979e+03	2.4e+00	3.61109e+03	3.4e+02
3.6016e+03	2.4e+00	3.90059e+03	2.3e+02
3.6053e+03	2.4e+00	3.27260e+03	2.0e+02
3.6091e+03	2.4e+00	3.70334e+03	2.8e+02
3.6128e+03	2.4e+00	4.04727e+03	1.3e+02
3.6165e+03	2.4e+00	5.01888e+03	1.8e+02
3.6202e+03	2.4e+00	5.29205e+03	2.3e+02
3.6239e+03	2.4e+00	5.14944e+03	2.0e+02
3.6277e+03	2.4e+00	5.03272e+03	1.4e+02
3.6314e+03	2.4e+00	5.02568e+03	1.1e+02
3.6351e+03	2.4e+00	5.57313e+03	2.4e+02
3.6388e+03	2.4e+00	5.60155e+03	1.0e+02
3.6425e+03	2.4e+00	5.59328e+03	1.1e+02
3.6462e+03	2.4e+00	6.92522e+03	2.3e+02
3.6500e+03	2.4e+00	7.32547e+03	3.1e+02
3.6537e+03	2.4e+00	7.43630e+03	6.6e+01
3.6574e+03	2.4e+00	7.11319e+03	1.2e+02
3.6611e+03	2.4e+00	7.21816e+03	3.8e+02
3.6648e+03	2.4e+00	8.27641e+03	2.3e+02
3.6685e+03	2.4e+00	8.01335e+03	1.1e+02
3.6723e+03	2.4e+00	8.59887e+03	1.1e+02
3.6760e+03	2.4e+00	1.01868e+04	4.1e+02
3.6797e+03	2.4e+00	1.04900e+04	5.4e+02
3.6834e+03	2.4e+00	1.11186e+04	2.9e+02
3.6871e+03	2.4e+00	1.14296e+04	1.8e+02
3.6908e+03	2.4e+00	1.28177e+04	4.2e+02
3.6945e+03	2.4e+00	1.32231e+04	4.4e+01
3.6982e+03	2.4e+00	1.39252e+04	3.0e+02
3.7019e+03	2.4e+00	1.78228e+04	2.1e+02
3.7057e+03	2.4e+00	1.97658e+04	2.5e+02
3.7094e+03	2.4e+00	1.70857e+04	2.4e+02
3.7131e+03	2.4e+00	1.74266e+04	4.0e+02
3.7168e+03	2.4e+00	2.16830e+04	1.4e+02
3.7205e+03	2.4e+00	2.59904e+04	6.2e+02
3.7242e+03	2.4e+00	2.91673e+04	6.1e+02
3.7279e+03	2.4e+00	2.93856e+04	5.5e+02
3.7316e+03	2.4e+00	2.73684e+04	4.5e+02
3.7353e+03	2.4e+00	2.68677e+04	4.5e+02
3.7390e+03	2.4e+00	3.24322e+04	7.2e+02
3.7427e+03	2.4e+00	4.20137e+04	2.4e+02
3.7464e+03	2.4e+00	5.12283e+04	4.9e+02
3.7501e+03	2.4e+00	5.57018e+04	5.3e+02
3.7539e+03	2.4e+00	5.69866e+04	5.9e+02
3.7576e+03	2.4e+00	4.96311e+04	6.1e+02
3.7613e+03	2.4e+00	4.18605e+04	7.8e+02
3.7650e+03	2.4e+00	4.12318e+04	4.0e+02
3.7687e+03	2.4e+00	4.94040e+04	8.2e+02
3.7724e+03	2.4e+00	6.62291e+04	6.8e+02
3.7761e+03	2.4e+00	8.47171e+04	4.6e+02
3.7798e+03	2.4e+00	9.78648e+04	1.5e+03
3.7835e+03	2.4e+00	1.03706e+05	1.3e+03
3.7872e+03	2.4e+00	1.08540e+05	6.4e+02
3.7909e+03	2.4e+00	1.04167e+05	8.9e+02
3.7946e+03	2.4e+00	9.59938e+04	9.8e+02
3.7983e+03	2.4e+00	8.01738e+04	6.0e+02
3.8020e+03	2.4e+00	6.91170e+04	5.8e+02
3.8057e+03	2.4e+00	6.99422e+04	1.9e+02
3.8094e+03	2.4e+00	8.55104e+04	1.3e+03
3.8131e+03	2.4e+00	1.13154e+05	1.1e+03
3.8168e+03	2.4e+00	1.39962e+05	1.2e+03
3.8205e+03	2.4e+00	1.65325e+05	2.2e+03
3.8242e+03	2.4e+00	1.83326e+05	1.6e+03
3.8279e+03	2.4e+00	1.95099e+05	1.1e+03
3.8315e+03	2.4e+00	2.04000e+05	1.3e+03
3.8352e+03	2.4e+00	2.10251e+05	1.6e+03
3.8389e+03	2.4e+00	2.08530e+05	2.8e+03
3.8426e+03	2.4e+00	2.10511e+05	3.7e+03
3.8463e+03	2.4e+00	2.05703e+05	2.9e+03
3.8500e+03	2.4e+00	1.80972e+05	1.8e+03
3.8537e+03	2.4e+00	1.53215e+05	1.1e+03
3.8574e+03	2.4e+00	1.22052e+05	1.4e+03
3.8611e+03	2.4e+00	1.08557e+05	9.9e+02
3.8648e+03	2.4e+00	1.23591e+05	2.0e+03
3.8685e+03	2.4e+00	1.62386e+05	3.2e+03
3.8722e+03	2.4e+00	2.07649e+05	2.1e+03
3.8759e+03	2.4e+00	2.44147e+05	2.4e+03
3.8795e+03	2.4e+00	2.69264e+05	2.8e+03
3.8832e+03	2.4e+00	2.93001e+05	2.2e+03
3.8869e+03	2.4e+00	3.06870e+05	3.6e+03
3.8906e+03	2.4e+00	3.18235e+05	4.0e+03
3.8943e+03	2.4e+00	3.35253e+05	4.8e+03
3.8980e+03	2.4e+00	3.45510e+05	5.5e+03
3.9017e+03	2.4e+00	3.38656e+05	5.7e+03
3.9054e+03	2.4e+00	3.30040e+05	3.3e+03
3.9090e+03	2.4e+00	3.26340e+05	3.7e+03
3.9127e+03	2.4e+00	3.34524e+05	4.7e+03
3.9164e+03	2.4e+00	3.46716e+05	7.8e+03
3.9201e+03	2.4e+00	3.46638e+05	4.0e+03
3.9238e+03	2.4e+00	3.37524e+05	4.9e+03
3.9275e+03	2.4e+00	3.30338e+05	4.5e+03
3.9312e+03	2.4e+00	3.06446e+05	3.9e+03
3.9348e+03	2.4e+00	2.72723e+05	5.0e+03
3.9385e+03	2.4e+00	2.33892e+05	4.1e+03
3.9422e+03	2.4e+00	1.78217e+05	2.4e+03
3.9459e+03	2.4e+00	1.48492e+05	1.3e+03
3.9496e+03	2.4e+00	1.49930e+05	1.8e+03
3.9532e+03	2.4e+00	1.91582e+05	3.1e+03
3.9569e+03	2.4e+00	2.47197e+05	3.9e+03
3.9606e+03	2.4e+00	2.94286e+05	4.5e+03
3.9643e+03	2.4e+00	3.29164e+05	4.9e+03
3.9680e+03	2.4e+00	3.47253e+05	4.7e+03
3.9716e+03	2.4e+00	3.63015e+05	4.9e+03
3.9753e+03	2.4e+00	3.74718e+05	4.7e+03
3.9790e+03	2.4e+00	3.80733e+05	5.9e+03
3.9827e+03	2.4e+00	3.88024e+05	5.7e+03
3.9864e+03	2.4e+00	3.88726e+05	5.8e+03
3.9900e+03	2.4e+00	3.94929e+05	4.0e+03
3.9937e+03	2.4e+00	3.94316e+05	5.5e+03
3.9974e+03	2.4e+00	3.97544e+05	6.7e+03
4.0011e+03	2.4e+00	3.97858e+05	6.5e+03
4.0047e+03	2.4e+00	3.94682e+05	6.2e+03
4.0084e+03	2.4e+00	3.91914e+05	4.6e+03
4.0121e+03	2.4e+00	3.91376e+05	4.9e+03
4.0158e+03	2.4e+00	3.87532e+05	6.2e+03
4.0194e+03	2.4e+00	3.82275e+05	5.7e+03
4.0231e+03	2.4e+00	3.82571e+05	4.6e+03
4.0268e+03	2.4e+00	3.82202e+05	5.3e+03
4.0304e+03	2.4e+00	3.79168e+05	5.0e+03
4.0341e+03	2.4e+00	3.78399e+05	5.8e+03
4.0378e+03	2.4e+00	3.75306e+05	5.0e+03
4.0415e+03	2.4e+00	3.67692e+05	5.1e+03
4.0451e+03	2.4e+00	3.64032e+05	5.2e+03
4.0488e+03	2.4e+00	3.58757e+05	5.2e+03
4.0525e+03	2.4e+00	3.54771e+05	5.1e+03
4.0561e+03	2.4e+00	3.47207e+05	5.1e+03
4.0598e+03	2.4e+00	3.34202e+05	4.9e+03
4.0635e+03	2.4e+00	3.16542e+05	4.5e+03
4.0671e+03	2.4e+00	3.01470e+05	4.2e+03
4.0708e+03	2.4e+00	2.74821e+05	4.0e+03
4.0745e+03	2.4e+00	2.37659e+05	4.0e+03
4.0781e+03	2.4e+00	1.96671e+05	3.1e+03
4.0818e+03	2.4e+00	1.54876e+05	2.2e+03
4.0855e+03	2.4e+00	1.35567e+05	1.8e+03
4.0891e+03	2.4e+00	1.49969e+05	2.0e+03
4.0928e+03	2.4e+00	1.90308e+05	3.3e+03
4.0965e+03	2.4e+00	2.28992e+05	3.8e+03
4.1001e+03	2.4e+00	2.60144e+05	4.0e+03
4.1038e+03	2.4e+00	2.84965e+05	4.5e+03
4.1075e+03	2.4e+00	2.98992e+05	5.0e+03
4.1111e+03	2.4e+00	3.06429e+05	5.6e+03
4.1148e+03	2.4e+00	3.14513e+05	5.4e+03
4.1184e+03	2.4e+00	3.19021e+05	5.5e+03
4.1221e+03	2.4e+00	3.22823e+05	5.7e+03
4.1258e+03	2.4e+00	3.24466e+05	5.6e+03
4.1294e+03	2.4e+00	3.28613e+05	5.7e+03
4.1331e+03	2.4e+00	3.28336e+05	6.4e+03
4.1367e+03	2.4e+00	3.27005e+05	6.4e+03
4.1404e+03	2.4e+00	3.27983e+05	5.1e+03
4.1441e+03	2.4e+00	3.26700e+05	6.0e+03
4.1477e+03	2.4e+00	3.28572e+05	6.0e+03
4.1514e+03	2.4e+00	3.26058e+05	6.0e+03
4.1550e+03	2.4e+00	3.23904e+05	6.1e+03
4.1587e+03	2.4e+00	3.20296e+05	5.6e+03
4.1623e+03	2.4e+00	3.20204e+05	6.5e+03
4.1660e+03	2.4e+00	3.20639e+05	5.8e+03
4.1697e+03	2.4e+00	3.17351e+05	6.6e+03
4.1733e+03	2.4e+00	3.17421e+05	6.7e+03
4.1770e+03	2.4e+00	3.21844e+05	6.2e+03
4.1806e+03	2.4e+00	3.17692e+05	6.8e+03
4.1843e+03	2.4e+00	3.16541e+05	6.7e+03
4.1879e+03	2.4e+00	3.17463e+05	5.4e+03
4.1916e+03	2.4e+00	3.15645e+05	6.9e+03
4.1952e+03	2.4e+00	3.16843e+05	6.4e+03
4.1989e+03	2.4e+00	3.17310e+05	6.6e+03
4.2025e+03	2.4e+00	3.13433e+05	6.7e+03
4.2062e+03	2.4e+00	3.13017e+05	6.2e+03
4.2098e+03	2.4e+00	3.12200e+05	6.1e+03
4.2135e+03	2.4e+00	3.07066e+05	6.4e+03
4.2171e+03	2.4e+00	3.02202e+05	6.1e+03
4.2208e+03	2.4e+00	3.03904e+05	5.5e+03
4.2244e+03	2.4e+00	3.04521e+05	6.2e+03
4.2281e+03	2.4e+00	3.02912e+05	6.3e+03
4.2317e+03	2.4e+00	3.01083e+05	6.7e+03
4.2354e+03	2.4e+00	2.99583e+05	6.2e+03
4.2390e+03	2.4e+00	2.96919e+05	5.8e+03
4.2427e+03	2.4e+00	2.99422e+05	5.8e+03
4.2463e+03	2.4e+00	2.93330e+05	5.7e+03
4.2500e+03	2.4e+00	2.95868e+05	5.4e+03
4.2536e+03	2.4e+00	2.93874e+05	5.6e+03
4.2572e+03	2.4e+00	2.90824e+05	5.4e+03
4.2609e+03	2.4e+00	2.88424e+05	5.6e+03
4.2645e+03	2.4e+00	2.86432e+05	5.1e+03
4.2682e+03	2.4e+00	2.85991e+05	5.3e+03
4.2718e+03	2.4e+00	2.83546e+05	5.3e+03
4.2755e+03	2.4e+00	2.79645e+05	5.0e+03
4.2791e+03	2.4e+00	2.76117e+05	4.9e+03
4.2827e+03	2.4e+00	2.75832e+05	5.1e+03
4.2864e+03	2.4e+00	2.71653e+05	5.1e+03
4.2900e+03	2.4e+00	2.66997e+05	4.9e+03
4.2937e+03	2.4e+00	2.62482e+05	4.7e+03
4.2973e+03	2.4e+00	2.59513e+05	4.4e+03
4.3010e+03	2.4e+00	2.55711e+05	4.2e+03
4.3046e+03	2.4e+00	2.49166e+05	4.3e+03
4.3082e+03	2.4e+00	2.42870e+05	3.2e+03
4.3119e+03	2.4e+00	2.33884e+05	3.7e+03
4.3155e+03	2.4e+00	2.20947e+05	3.0e+03
4.3191e+03	2.4e+00	2.01174e+05	2.8e+03
4.3228e+03	2.4e+00	1.76378e+05	2.4e+03
4.3264e+03	2.4e+00	1.45561e+05	2.1e+03
4.3301e+03	2.4e+00	1.13386e+05	1.4e+03
4.3337e+03	2.4e+00	1.06090e+05	1.7e+03
4.3373e+03	2.4e+00	1.21746e+05	1.8e+03
