# wL	I
3965.84053982379	812.41606376884
3965.89904878343	832.114790955355
3965.95755215325	847.313013185496
3966.01604993323	890.263343000045
3966.07454212338	914.980926883839
3966.1330287237	914.980926883839
3966.1915097342	874.740531894073
3966.24998515486	777.125052880413
3966.30845498569	736.77777079879
3966.36691922669	736.77777079879
3966.42537787787	753.733457187276
3966.48383093922	767.366626122241
3966.54227841073	767.366626122241
3966.60072029241	767.366626122241
3966.65915658427	762.888251035244
3966.7175872863	774.562597657254
3966.77601239849	751.051059871264
3966.83443192086	751.051059871264
3966.89284585339	698.450844172699
3966.9512541961	698.450844172699
3967.00965694897	749.984595210757
3967.06805411202	749.984595210757
3967.12644568524	740.655844757209
3967.18483166863	685.22689806481
3967.24321206219	575.501042145166
3967.30158686592	575.501042145166
3967.35995607981	604.507642623585
3967.41831970388	604.507642623585
3967.47667773812	597.552676085921
3967.53503018253	597.552676085921
3967.59337703711	599.591312658952
3967.65171830186	602.146953376107
3967.71005397678	602.777297639796
3967.76838406187	602.777297639796
3967.82670855713	600.781510838174
3967.88502746256	600.70226036522
3967.94334077817	583.927331344257
3968.00164850394	583.310360132247
3968.05995063988	532.19945395381
3968.118247186	481.821924968353
3968.17653814228	461.158461467595
3968.23482350873	460.935758659959
3968.29310328535	461.158461467595
3968.35137747214	451.321482324018
3968.40964606911	420.387956444545
3968.46790907624	382.70903102754
3968.52616649355	382.70903102754
3968.58441832102	434.158892752759
3968.64266455867	434.158892752759
3968.70090520648	400.480023298435
3968.75914026447	369.221340139269
3968.81736973262	369.221340139269
3968.87559361095	371.127943504137
3968.93381189945	427.904301143114
3968.99202459811	457.88230138538
3969.05023170695	458.902135813419
3969.10843322596	458.902135813419
3969.16662915513	444.01439654587
3969.22481949448	406.176317620741
3969.283004244	380.791268339802
3969.34118340369	368.331511967258
3969.39935697355	363.70755396147
3969.45752495358	340.710798858003
3969.51568734378	336.303807312101
3969.57384414414	330.139264972201
3969.63199535468	330.139264972201
3969.69014097539	330.139264972201
3969.74828100628	311.550269732392
3969.80641544732	301.864486015335
3969.86454429854	311.550269732392
3969.92266755994	298.677579514901
3969.9807852315	293.023031732429
3970.03889731324	293.023031732429
3970.09700380513	293.380965300337
3970.15510470721	315.105767871721
3970.21320001945	317.746146444899
3970.27128974186	350.59845030316
3970.32937387444	404.547251113393
3970.3874524172	404.547251113393
3970.44552537012	394.98126024278
3970.50359273322	390.124859467612
3970.56165450648	390.124859467612
3970.61971068992	430.820884123818
3970.67776128352	466.509029719925
3970.7358062873	471.724424996188
3970.79384570124	471.724424996188
3970.85187952536	494.694683978689
3970.90990775964	520.811287076127
3970.9679304041	520.811287076127
3971.02594745872	517.810242646526
3971.08395892352	517.810242646526
3971.14196479849	557.790202264226
3971.19996508363	577.15269958683
3971.25795977893	577.15269958683
3971.31594888441	559.356588594313
3971.37393240006	545.607600816986
3971.43191032588	545.607600816986
3971.48988266187	555.463008157215
3971.54784940803	555.463008157215
3971.60581056436	545.221390543442
3971.66376613086	545.221390543442
3971.72171610753	574.152206588028
3971.77966049437	590.529917364929
3971.83759929138	609.423831906972
3971.89553249856	627.681856394351
3971.95346011591	643.000581078132
3972.01138214343	659.266049420093
3972.06929858112	668.84092300963
3972.12720942899	676.305913634928
3972.18511468702	680.933815543965
3972.24301435522	676.305913634928
3972.30090843359	684.435751786459
3972.35879692214	720.309651769794
3972.41667982085	729.451695492922
3972.47455712973	734.295830433039
3972.53242884879	734.295830433039
3972.59029497801	710.316897457895
3972.64815551741	683.380461797793
3972.70601046697	683.380461797793
3972.7638598267	683.570036385187
3972.82170359661	730.843575454882
3972.87954177669	762.488076660539
3972.93737436693	769.940054892904
3972.99520136735	769.940054892904
3973.05302277794	751.557370701659
3973.11083859869	742.591183060577
3973.16864882962	742.591183060577
3973.22645347072	772.311935746521
3973.28425252198	786.884001913889
3973.34204598342	812.636343844895
3973.39983385503	817.80760848163
3973.45761613681	824.55598763141
3973.51539282876	836.46775298729
3973.57316393088	868.806042698966
3973.63092944317	868.806042698966
3973.68868936563	838.363865231357
3973.74644369825	820.968503635376
3973.80419244106	820.968503635376
3973.86193559403	834.661411628582
3973.91967315717	854.788992650306
3973.97740513048	888.177153369901
3974.03513151397	908.065006768281
3974.09285230761	921.506649235919
3974.15056751144	934.783537969493
3974.20827712543	948.331829743915
3974.26598114959	948.331829743915
3974.32367958392	938.265288235257
3974.38137242843	937.508870342927
3974.4390596831	934.492341196889
3974.49674134795	921.185752691581
3974.55441742296	921.185752691581
3974.61208790814	944.0107990719
3974.6697528035	966.677610532807
3974.72741210902	975.346274261159
3974.78506582472	997.570929418399
3974.84271395058	1006.23965357805
3974.90035648662	1034.35887697658
3974.95799343283	1034.98344478238
3975.0156247892	1045.83013690531
3975.07325055575	1056.82903444676
3975.13087073246	1081.79288206454
3975.18848531935	1081.79288206454
3975.24609431641	1054.49230326618
3975.30369772364	1034.66813033132
3975.36129554104	1020.82561337317
3975.4188877686	1020.82561337317
3975.47647440634	1026.26647153486
3975.53405545425	1065.56245781104
3975.59163091233	1088.23672115672
3975.64920078058	1106.36403618575
3975.70676505899	1119.2121712162
3975.76432374759	1150.25663291348
3975.82187684635	1168.53668716447
3975.87942435528	1170.45854916296
3975.93696627438	1170.56298937505
3975.99450260365	1174.50696478367
3976.05203334309	1195.34317244613
3976.10955849271	1195.34317244613
3976.16707805249	1167.58886377856
3976.22459202244	1139.09373037553
3976.28210040256	1136.73648620437
3976.33960319286	1136.73648620437
3976.39710039332	1164.34277617073
3976.45459200395	1167.16108320553
3976.51207802475	1167.16108320553
3976.56955845573	1147.92923013819
3976.62703329688	1147.92923013819
3976.68450254819	1154.86711563871
3976.74196620967	1178.56356260586
3976.79942428133	1216.34344950115
3976.85687676316	1222.21351008881
3976.91432365515	1222.21351008881
3976.97176495732	1218.98121275647
3977.02920066965	1205.04795023031
3977.08663079216	1204.03485314343
3977.14405532484	1204.03485314343
3977.20147426768	1211.62150552457
3977.2588876207	1232.51141007447
3977.31629538389	1253.88547520449
3977.37369755724	1270.87676584048
3977.43109414078	1272.72315190801
3977.48848513447	1282.78960081123
3977.54587053834	1289.55330206885
3977.60325035238	1310.08005494841
3977.66062457659	1310.77028305794
3977.71799321097	1310.08005494841
3977.77535625552	1299.05167254501
3977.83271371024	1295.71488116585
3977.89006557513	1295.71488116585
3977.94741185019	1316.01418896699
3978.00475253543	1316.01418896699
3978.06208763082	1326.73059490713
3978.11941713639	1325.44349047495
3978.17674105214	1326.73059490713
3978.23405937805	1334.03106701504
3978.29137211413	1334.03106701504
3978.34867926039	1324.14001651469
3978.40598081681	1306.0282806118
3978.4632767834	1295.98140968677
3978.52056716016	1295.98140968677
3978.5778519471	1329.8372791964
3978.6351311442	1374.2412369456
3978.69240475148	1374.2412369456
3978.74967276892	1375.59270793961
3978.80693519654	1394.92003069215
3978.86419203433	1394.92003069215
3978.92144328228	1372.37823966394
3978.9786889404	1350.79328814692
3979.03592900871	1350.79328814692
3979.09316348716	1380.55015213544
3979.1503923758	1384.33986058269
3979.20761567461	1384.33986058269
3979.26483338359	1385.48641176059
3979.32204550274	1394.44998709496
3979.37925203206	1394.91092627162
3979.43645297154	1407.53226056391
3979.49364832121	1417.68630281227
3979.55083808103	1424.62603386099
3979.60802225103	1426.45432072856
3979.6652008312	1435.97616438519
3979.72237382154	1439.4470839386
3979.77954122205	1446.32159338905
3979.83670303273	1475.42067627939
3979.89385925358	1475.42067627939
3979.9510098846	1470.87414271873
3980.00815492579	1470.87414271873
3980.06529437715	1472.35440912885
3980.12242823868	1508.14020683316
3980.17955651039	1525.40911163382
3980.23667919226	1526.50640512282
3980.2937962843	1526.50640512282
3980.35090778652	1508.04481563047
3980.4080136989	1508.04481563047
3980.46511402145	1514.84649554493
3980.52220875417	1514.84649554493
3980.57929789707	1514.81771865641
3980.63638145013	1504.99498590139
3980.69345941337	1501.42040275089
3980.75053178677	1501.42040275089
3980.80759857035	1524.93103308607
3980.86465976409	1552.12862042112
3980.92171536801	1554.62516719012
3980.97876538209	1554.62516719012
3981.03580980635	1551.32007450871
3981.09284864078	1551.32007450871
3981.14988188537	1563.96357684003
3981.20690954014	1589.94764924417
3981.26393160508	1589.94764924417
3981.32094808019	1579.15506384677
3981.37795896546	1579.15506384677
3981.43496426091	1579.15506384677
3981.49196396653	1574.92849776602
3981.54895808232	1552.10734188068
3981.60594660828	1552.10734188068
3981.66292954441	1566.38604093186
3981.71990689071	1592.02922137385
3981.77687864718	1599.22356798464
3981.83384481382	1599.91123117335
3981.89080539063	1628.0587581426
3981.94776037761	1630.12881781317
3982.00470977476	1631.62600604592
3982.06165358208	1631.62600604592
3982.11859179957	1641.49747259169
3982.17552442724	1641.49747259169
3982.23245146507	1640.49593732288
3982.28937291307	1640.49593732288
3982.34628877124	1653.64344072107
3982.40319903959	1657.98376740484
3982.4601037181	1676.3716142983
3982.51700280678	1685.46458123853
3982.57389630564	1700.91493514167
3982.63078421466	1700.91493514167
3982.68766653385	1685.46275134808
3982.74454326322	1662.97219207612
3982.80141440276	1655.1654260088
3982.85827995246	1655.1654260088
3982.91513991233	1668.80504671929
3982.97199428239	1673.03897038265
3983.02884306259	1686.77350809069
3983.08568625299	1678.84382858762
3983.14252385354	1690.38746488489
3983.19935586427	1701.00401812729
3983.25618228517	1702.90194534698
3983.31300311623	1702.90194534698
3983.36981835747	1695.02951177691
3983.42662800888	1690.68600154037
3983.48343207046	1688.69279548841
3983.5402305422	1676.28215549206
3983.59702342413	1676.28215549206
3983.65381071622	1674.07178121342
3983.71059241847	1674.07178121342
3983.76736853091	1674.07178121342
3983.8241390535	1675.10065623573
3983.88090398628	1704.7626376566
3983.93766332921	1719.96442952875
3983.99441708233	1723.44008624596
3984.05116524561	1750.73861569052
3984.10790781906	1752.11767000516
3984.16464480268	1752.11767000516
3984.22137619647	1731.23605342022
3984.27810200044	1717.25850894771
3984.33482221457	1717.25850894771
3984.39153683888	1726.62641078613
3984.44824587335	1736.34076424401
3984.50494931799	1736.34076424401
3984.56164717281	1736.53702621763
3984.61833943779	1762.97455087362
3984.67502611294	1780.51436921198
3984.73170719827	1788.06489774958
3984.78838269376	1788.45897823105
3984.84505259943	1788.45897823105
3984.90171691527	1785.28888926935
3984.95837564127	1777.56321721473
3985.01502877744	1770.28801457547
3985.07167632379	1760.50644080713
3985.12831828031	1750.38395236033
3985.184954647	1750.38395236033
3985.24158542386	1750.65156365841
3985.29821061088	1778.38108816302
3985.35483020808	1822.94191498205
3985.41144421545	1840.37465138033
3985.46805263299	1840.37465138033
3985.52465546069	1797.52259050064
3985.58125269857	1761.83809621521
3985.63784434663	1761.83809621521
3985.69443040484	1778.37783912795
3985.75101087323	1788.61520948206
3985.80758575179	1788.61520948206
3985.86415504053	1781.72042966274
3985.92071873942	1773.24130607377
3985.9772768485	1773.24130607377
3986.03382936774	1791.16825856385
3986.09037629715	1831.09813911227
3986.14691763673	1831.09813911227
3986.20345338648	1818.47779048517
3986.2599835464	1811.34496278659
3986.3165081165	1786.65632472194
3986.37302709676	1786.65632472194
3986.42954048719	1804.20451006138
3986.48604828779	1823.51841959728
3986.54255049857	1823.51841959728
3986.59904711952	1820.37371695183
3986.65553815063	1813.34580719064
3986.71202359192	1813.34580719064
3986.76850344337	1813.34580719064
3986.824977705	1815.2728255947
3986.88144637679	1816.29751260837
3986.93790945876	1816.29751260837
3986.99436695089	1807.56114015288
3987.0508188532	1807.56114015288
3987.10726516568	1811.81321614899
3987.16370588832	1811.81321614899
3987.22014102114	1796.65469398285
3987.27657056413	1796.65469398285
3987.33299451729	1849.01102087572
3987.38941288061	1851.1296245486
3987.44582565411	1861.53925162853
3987.50223283778	1862.17917452182
3987.55863443162	1862.17917452182
3987.61503043563	1854.43723664908
3987.67142084981	1854.43723664908
3987.72780567416	1868.4334256949
3987.78418490868	1868.4334256949
3987.84055855337	1866.67099789731
3987.89692660823	1847.42946429389
3987.95328907326	1833.88930927057
3988.00964594846	1828.24586344518
3988.06599723384	1825.31726303928
3988.12234292938	1828.24586344518
3988.17868303508	1857.48826982682
3988.23501755098	1889.84843348985
3988.29134647702	1889.84843348985
3988.34766981325	1881.46902443404
3988.40398755964	1877.36914930093
3988.46029971621	1876.06736404466
3988.51660628294	1876.06736404466
3988.57290725984	1898.87695753413
3988.62920264692	1898.87695753413
3988.68549244416	1877.2769252102
3988.74177665158	1870.72660616485
3988.79805526916	1870.72660616485
3988.85432829692	1877.55070550935
3988.91059573484	1877.55070550935
3988.96685758294	1877.02373181854
3989.02311384121	1877.02373181854
3989.07936450964	1877.02373181854
3989.13560958825	1875.95735749499
3989.19184907702	1875.95735749499
3989.24808297597	1873.39259237283
3989.30431128509	1884.49673509224
3989.36053400438	1903.85932436097
3989.41675113384	1904.83397564627
3989.47296267347	1934.11403234381
3989.52916862326	1935.41026214834
3989.58536898324	1934.11403234381
3989.64156375337	1912.53051013344
3989.69775293368	1905.73809832952
3989.75393652417	1905.73809832952
3989.81011452481	1912.37313530266
3989.86628693564	1912.37313530266
3989.92245375663	1890.68735214346
3989.97861498779	1879.06840158006
3990.03477062912	1879.06840158006
3990.09092068062	1887.93901048508
3990.14706514229	1888.49289511234
3990.20320401414	1923.95519645467
3990.25933729615	1935.77528729155
3990.31546498833	1937.91274694102
3990.37158709068	1937.91274694102
3990.42770360321	1923.11830156827
3990.4838145259	1920.85013490917
3990.53991985877	1916.24680444443
3990.5960196018	1913.08435165529
3990.65211375501	1914.96695909179
3990.70820231838	1914.96695909179
3990.76428529193	1922.35750140845
3990.82036267564	1922.82427956558
3990.87643446953	1923.97565272256
3990.93250067358	1922.82427956558
3990.98856128781	1915.97819126476
3991.04461631221	1907.24772818136
3991.10066574677	1915.97819126476
3991.15670959152	1920.74514606713
3991.21274784642	1929.33182349033
3991.2687805115	1929.33182349033
3991.32480758674	1915.82738132785
3991.38082907217	1915.82738132785
3991.43684496775	1949.05362254171
3991.49285527352	1949.97089423744
3991.54885998944	1956.32968782455
3991.60485911554	1956.32968782455
3991.66085265181	1952.40707347131
3991.71684059825	1952.40707347131
3991.77282295486	1953.6712955145
3991.82879972164	1955.42781173219
3991.88477089859	1965.57976660442
3991.94073648572	1965.57976660442
3991.996696483	1965.57976660442
3992.05265089047	1971.85768061244
3992.1085997081	1973.52885698668
3992.1645429359	1973.52885698668
3992.22048057388	1959.60190989775
3992.27641262202	1924.57552174485
3992.33233908033	1924.57552174485
3992.38825994881	1931.05471287548
3992.44417522747	1951.25384850291
3992.50008491629	1966.31752199283
3992.55598901529	1966.31752199283
3992.61188752445	1959.04430685883
3992.66778044379	1943.95297477678
3992.72366777329	1943.29295594005
3992.77954951297	1943.95297477678
3992.83542566281	1964.65753244444
3992.89129622283	1965.85433452039
3992.94716119301	1965.85433452039
3993.00302057337	1935.58143495131
3993.0588743639	1925.85371249351
3993.1147225646	1925.85371249351
3993.17056517546	1970.08818523458
3993.2264021965	1970.08818523458
3993.28223362771	1963.83223418047
3993.33805946909	1963.83223418047
3993.39387972063	1963.83223418047
3993.44969438236	1961.32596725944
3993.50550345424	1948.02241687681
3993.56130693631	1948.02241687681
3993.61710482853	1955.91395490113
3993.67289713094	1966.32247996155
3993.72868384351	1969.21040455938
3993.78446496624	1969.21040455938
3993.84024049916	1970.37858067357
3993.89601044224	1966.0883350108
3993.9517747955	1970.37858067357
3994.00753355891	1966.0883350108
3994.0632867325	1955.17010432846
3994.11903431627	1954.67905566136
3994.1747763102	1952.05879949555
3994.2305127143	1954.67905566136
3994.28624352857	1957.50952929511
3994.34196875302	1958.32387089074
3994.39768838763	1977.65213357507
3994.45340243242	1992.06434327388
3994.50911088737	1992.54760350449
3994.5648137525	1992.54760350449
3994.62051102779	1992.61115420544
3994.67620271326	1992.61115420544
3994.73188880889	1980.81208546272
3994.7875693147	1974.32961330469
3994.84324423068	1973.22293038715
3994.89891355682	1963.91020982764
3994.95457729314	1963.91020982764
3995.01023543962	1961.32326563801
3995.06588799628	1955.61301845552
3995.12153496311	1955.61301845552
3995.17717634011	1957.2465720794
3995.23281212728	1977.93328134586
3995.28844232461	1980.90253764634
3995.34406693212	1980.90253764634
3995.3996859498	1980.49989885185
3995.45529937765	1980.49989885185
3995.51090721567	1993.72250620719
3995.56650946385	1993.72250620719
3995.62210612222	1966.09877034045
3995.67769719075	1948.15643465592
3995.73328266945	1948.15643465592
3995.78886255832	1992.65129898403
3995.84443685736	2007.99777740802
3995.90000556657	2007.99777740802
3995.95556868596	1993.92694464808
3996.0111262155	1989.37015949244
3996.06667815523	1985.94834428611
3996.12222450512	1984.53612357658
3996.17776526518	1984.53612357658
3996.23330043542	2014.19176128196
3996.28883001582	2014.19176128196
3996.34435400639	2014.32699826234
3996.39987240714	2007.53008824874
3996.45538521805	2007.53008824874
3996.51089243914	2003.02341210309
3996.56639407039	1983.29332915108
3996.62189011182	1983.29332915108
3996.67738056341	2010.15457176944
3996.73286542518	2010.88696152412
3996.78834469712	2010.88696152412
3996.84381837922	1999.9751172777
3996.8992864715	1993.18205196941
3996.95474897395	1985.95858736308
3997.01020588657	1968.81722233551
3997.06565720935	1964.57858203558
3997.12110294231	1940.10687616724
