# NIST Lines
# L_nist	 DL_nist L_script  DL_script
6562.790	 0.030	6.558e+03	2e+00	#	H_alpha
4861.350	 0.050	4.8624e+03	1.5e+00	#	H_beta
4340.472	 0.006	4.333e+03	2e+00	#	H_gamma
4101.734	 0.006	4.087e+03	3e+00	#	H_delta
3970.075	 0.006	3.949e+03	4e+00	#	H_epsilon
3889.064	 0.006	3.863e+03	4e+00	#	H_xi
3835.397	 0.006	3.806e+03	4e+00	#	H_eta
3797.909	 0.006	3.766e+03	4e+00	#	H_theta
3770.633	 0.006	3.735e+03	4e+00	#	H_iota
