# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5793e+03	2.4e+00	8.99764e+03	4.9e+01
3.5830e+03	2.4e+00	9.47711e+03	4.3e+02
3.5867e+03	2.4e+00	9.79252e+03	1.2e+02
3.5904e+03	2.4e+00	1.03384e+04	7.1e+01
3.5942e+03	2.4e+00	1.02259e+04	1.4e+02
3.5979e+03	2.4e+00	1.08837e+04	1.9e+02
3.6016e+03	2.4e+00	9.50388e+03	2.2e+02
3.6053e+03	2.4e+00	8.88673e+03	4.0e+02
3.6091e+03	2.4e+00	1.01142e+04	1.7e+02
3.6128e+03	2.4e+00	1.12231e+04	3.3e+02
3.6165e+03	2.4e+00	1.14561e+04	2.4e+02
3.6202e+03	2.4e+00	1.20254e+04	3.5e+02
3.6239e+03	2.4e+00	1.20848e+04	3.8e+02
3.6277e+03	2.4e+00	1.28896e+04	1.3e+02
3.6314e+03	2.4e+00	1.32751e+04	5.0e+02
3.6351e+03	2.4e+00	1.32663e+04	2.2e+02
3.6388e+03	2.4e+00	1.15609e+04	3.9e+02
3.6425e+03	2.4e+00	1.38902e+04	4.0e+02
3.6462e+03	2.4e+00	1.38326e+04	3.0e+02
3.6500e+03	2.4e+00	1.50400e+04	5.5e+02
3.6537e+03	2.4e+00	1.62270e+04	2.5e+02
3.6574e+03	2.4e+00	1.70028e+04	1.6e+02
3.6611e+03	2.4e+00	1.72867e+04	1.3e+02
3.6648e+03	2.4e+00	1.67080e+04	4.5e+02
3.6685e+03	2.4e+00	1.68186e+04	4.2e+02
3.6723e+03	2.4e+00	1.92749e+04	6.2e+02
3.6760e+03	2.4e+00	2.12800e+04	8.4e+02
3.6797e+03	2.4e+00	2.21432e+04	1.0e+03
3.6834e+03	2.4e+00	2.29113e+04	8.9e+02
3.6871e+03	2.4e+00	2.47263e+04	3.6e+02
3.6908e+03	2.4e+00	2.54885e+04	5.8e+02
3.6945e+03	2.4e+00	2.72575e+04	3.8e+02
3.6982e+03	2.4e+00	2.74787e+04	6.9e+02
3.7019e+03	2.4e+00	3.41306e+04	1.4e+03
3.7057e+03	2.4e+00	3.50905e+04	1.1e+03
