# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5793e+03	2.4e+00	8.76642e+03	2.3e+02
3.5830e+03	2.4e+00	1.07413e+04	2.0e+02
3.5867e+03	2.4e+00	1.09374e+04	2.9e+01
3.5904e+03	2.4e+00	9.83542e+03	1.3e+02
3.5942e+03	2.4e+00	1.02262e+04	7.8e+01
3.5979e+03	2.4e+00	1.04133e+04	1.1e+02
3.6016e+03	2.4e+00	1.07062e+04	2.0e+02
3.6053e+03	2.4e+00	1.08788e+04	3.8e+02
3.6091e+03	2.4e+00	1.04045e+04	2.6e+02
3.6128e+03	2.4e+00	1.12451e+04	2.2e+01
3.6165e+03	2.4e+00	1.13052e+04	3.0e+02
3.6202e+03	2.4e+00	1.20493e+04	7.1e+02
3.6239e+03	2.4e+00	1.21159e+04	4.3e+02
3.6277e+03	2.4e+00	1.36412e+04	5.3e+02
3.6314e+03	2.4e+00	1.31765e+04	2.4e+02
3.6351e+03	2.4e+00	1.45183e+04	3.2e+02
3.6388e+03	2.4e+00	1.45718e+04	4.9e+02
3.6425e+03	2.4e+00	1.61499e+04	3.8e+02
3.6462e+03	2.4e+00	1.58307e+04	2.4e+02
3.6500e+03	2.4e+00	1.62898e+04	3.6e+02
3.6537e+03	2.4e+00	1.73568e+04	2.3e+02
3.6574e+03	2.4e+00	1.81676e+04	2.3e+02
3.6611e+03	2.4e+00	1.90794e+04	4.5e+02
3.6648e+03	2.4e+00	1.86584e+04	4.2e+02
3.6685e+03	2.4e+00	2.11590e+04	6.5e+02
3.6723e+03	2.4e+00	2.17426e+04	9.8e+02
3.6760e+03	2.4e+00	2.24594e+04	6.6e+02
3.6797e+03	2.4e+00	2.41816e+04	5.8e+02
3.6834e+03	2.4e+00	2.48909e+04	9.5e+02
3.6871e+03	2.4e+00	2.75775e+04	9.6e+02
3.6908e+03	2.4e+00	2.95362e+04	8.6e+02
3.6945e+03	2.4e+00	3.00087e+04	5.7e+02
3.6982e+03	2.4e+00	3.40277e+04	8.9e+02
3.7019e+03	2.4e+00	3.87430e+04	1.5e+03
3.7057e+03	2.4e+00	3.92914e+04	7.0e+02
3.7094e+03	2.4e+00	3.97576e+04	1.3e+03
3.7131e+03	2.4e+00	4.33465e+04	2.5e+03
3.7168e+03	2.4e+00	4.56866e+04	1.6e+03
3.7205e+03	2.4e+00	5.30384e+04	1.5e+03
3.7242e+03	2.4e+00	6.26351e+04	1.7e+03
3.7279e+03	2.4e+00	6.57442e+04	2.6e+03
3.7316e+03	2.4e+00	6.30188e+04	2.2e+03
