# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5793e+03	2.4e+00	9.52700e+03	5.0e+02
3.5830e+03	2.4e+00	1.09043e+04	5.7e+02
3.5867e+03	2.4e+00	1.04103e+04	1.7e+02
3.5904e+03	2.4e+00	1.01968e+04	1.6e+02
3.5942e+03	2.4e+00	9.79945e+03	4.1e+02
3.5979e+03	2.4e+00	1.10286e+04	1.9e+02
3.6016e+03	2.4e+00	1.19567e+04	2.2e+02
3.6053e+03	2.4e+00	1.05917e+04	2.2e+02
3.6091e+03	2.4e+00	1.11906e+04	6.2e+02
3.6128e+03	2.4e+00	1.14871e+04	1.3e+02
3.6165e+03	2.4e+00	1.13403e+04	1.7e+02
3.6202e+03	2.4e+00	1.22574e+04	1.6e+02
3.6239e+03	2.4e+00	1.36127e+04	1.0e+02
3.6277e+03	2.4e+00	1.29805e+04	3.5e+02
3.6314e+03	2.4e+00	1.38966e+04	1.6e+02
3.6351e+03	2.4e+00	1.18516e+04	3.2e+02
3.6388e+03	2.4e+00	1.37824e+04	4.9e+01
3.6425e+03	2.4e+00	1.42633e+04	4.6e+02
3.6462e+03	2.4e+00	1.52811e+04	2.1e+02
3.6500e+03	2.4e+00	1.52406e+04	7.5e+02
3.6537e+03	2.4e+00	1.46625e+04	2.8e+02
3.6574e+03	2.4e+00	1.60449e+04	4.7e+02
3.6611e+03	2.4e+00	1.80563e+04	1.4e+02
3.6648e+03	2.4e+00	1.76757e+04	2.5e+02
3.6685e+03	2.4e+00	1.92664e+04	4.0e+02
3.6723e+03	2.4e+00	1.90592e+04	2.2e+02
3.6760e+03	2.4e+00	2.01975e+04	2.4e+02
3.6797e+03	2.4e+00	2.18731e+04	4.7e+02
3.6834e+03	2.4e+00	2.38580e+04	1.9e+02
3.6871e+03	2.4e+00	2.56709e+04	5.2e+02
3.6908e+03	2.4e+00	2.78820e+04	5.7e+02
3.6945e+03	2.4e+00	2.79217e+04	7.4e+02
3.6982e+03	2.4e+00	3.22072e+04	6.9e+02
3.7019e+03	2.4e+00	3.50730e+04	7.1e+02
3.7057e+03	2.4e+00	3.74799e+04	3.8e+02
3.7094e+03	2.4e+00	3.62885e+04	3.7e+02
3.7131e+03	2.4e+00	3.74876e+04	6.7e+02
3.7168e+03	2.4e+00	4.06260e+04	1.2e+03
3.7205e+03	2.4e+00	4.81814e+04	6.0e+02
3.7242e+03	2.4e+00	5.59878e+04	2.2e+03
3.7279e+03	2.4e+00	5.59634e+04	1.8e+03
3.7316e+03	2.4e+00	5.40263e+04	2.0e+03
3.7353e+03	2.4e+00	5.13498e+04	1.2e+03
3.7390e+03	2.4e+00	5.95881e+04	1.2e+03
3.7427e+03	2.4e+00	7.46900e+04	2.3e+03
