# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.5793e+03	2.4e+00	1.03166e+04	4.2e+02
3.5830e+03	2.4e+00	1.11876e+04	4.5e+02
3.5867e+03	2.4e+00	1.03307e+04	2.1e+02
3.5904e+03	2.4e+00	1.16758e+04	6.4e+02
3.5942e+03	2.4e+00	9.90855e+03	4.4e+02
3.5979e+03	2.4e+00	1.07680e+04	3.6e+02
3.6016e+03	2.4e+00	1.18760e+04	6.9e+02
3.6053e+03	2.4e+00	1.19979e+04	6.8e+02
3.6091e+03	2.4e+00	1.13730e+04	4.4e+02
3.6128e+03	2.4e+00	1.22114e+04	1.6e+02
3.6165e+03	2.4e+00	1.27624e+04	6.8e+02
3.6202e+03	2.4e+00	1.37157e+04	2.9e+02
3.6239e+03	2.4e+00	1.33080e+04	6.7e+02
3.6277e+03	2.4e+00	1.26432e+04	6.0e+02
3.6314e+03	2.4e+00	1.39202e+04	5.3e+01
3.6351e+03	2.4e+00	1.35766e+04	1.8e+02
3.6388e+03	2.4e+00	1.38259e+04	1.1e+02
3.6425e+03	2.4e+00	1.48131e+04	1.4e+02
3.6462e+03	2.4e+00	1.59967e+04	2.8e+02
3.6500e+03	2.4e+00	1.62167e+04	5.7e+02
3.6537e+03	2.4e+00	1.60930e+04	2.7e+02
3.6574e+03	2.4e+00	1.70701e+04	4.7e+02
3.6611e+03	2.4e+00	1.86971e+04	4.7e+02
3.6648e+03	2.4e+00	1.94460e+04	5.0e+02
3.6685e+03	2.4e+00	2.18331e+04	6.3e+02
3.6723e+03	2.4e+00	1.85912e+04	2.1e+02
3.6760e+03	2.4e+00	2.18220e+04	7.2e+02
3.6797e+03	2.4e+00	2.33103e+04	1.1e+03
3.6834e+03	2.4e+00	2.31620e+04	8.2e+02
3.6871e+03	2.4e+00	2.62336e+04	1.0e+03
3.6908e+03	2.4e+00	2.80781e+04	3.6e+02
3.6945e+03	2.4e+00	3.07693e+04	1.4e+03
3.6982e+03	2.4e+00	3.05036e+04	9.7e+02
3.7019e+03	2.4e+00	3.55860e+04	1.4e+03
3.7057e+03	2.4e+00	4.03543e+04	2.1e+03
3.7094e+03	2.4e+00	3.88431e+04	2.2e+03
3.7131e+03	2.4e+00	3.98834e+04	1.1e+03
3.7168e+03	2.4e+00	4.28770e+04	2.0e+03
3.7205e+03	2.4e+00	4.88633e+04	1.3e+03
3.7242e+03	2.4e+00	5.82884e+04	2.0e+03
3.7279e+03	2.4e+00	5.94114e+04	2.4e+03
3.7316e+03	2.4e+00	5.89928e+04	2.4e+03
3.7353e+03	2.4e+00	5.30267e+04	2.9e+03
3.7390e+03	2.4e+00	6.01137e+04	2.5e+03
3.7427e+03	2.4e+00	7.83151e+04	2.5e+03
3.7464e+03	2.4e+00	9.57438e+04	4.0e+03
3.7501e+03	2.4e+00	1.09946e+05	4.2e+03
3.7539e+03	2.4e+00	1.14722e+05	4.3e+03
3.7576e+03	2.4e+00	1.04224e+05	4.9e+03
3.7613e+03	2.4e+00	9.23183e+04	3.3e+03
3.7650e+03	2.4e+00	8.05668e+04	2.6e+03
3.7687e+03	2.4e+00	8.96967e+04	3.8e+03
3.7724e+03	2.4e+00	1.22542e+05	5.5e+03
3.7761e+03	2.4e+00	1.56212e+05	8.8e+03
3.7798e+03	2.4e+00	1.85796e+05	6.0e+03
3.7835e+03	2.4e+00	2.00693e+05	7.9e+03
3.7872e+03	2.4e+00	2.13310e+05	6.5e+03
3.7909e+03	2.4e+00	2.11025e+05	6.9e+03
3.7946e+03	2.4e+00	1.96637e+05	9.2e+03
3.7983e+03	2.4e+00	1.67174e+05	7.8e+03
3.8020e+03	2.4e+00	1.39962e+05	4.3e+03
3.8057e+03	2.4e+00	1.32262e+05	7.0e+03
3.8094e+03	2.4e+00	1.51363e+05	4.1e+03
3.8131e+03	2.4e+00	2.05984e+05	7.5e+03
3.8168e+03	2.4e+00	2.64959e+05	8.7e+03
3.8205e+03	2.4e+00	3.05342e+05	1.0e+04
3.8242e+03	2.4e+00	3.43961e+05	1.3e+04
3.8279e+03	2.4e+00	3.78831e+05	1.4e+04
3.8315e+03	2.4e+00	3.95206e+05	1.8e+04
3.8352e+03	2.4e+00	4.15634e+05	1.4e+04
3.8389e+03	2.4e+00	4.25056e+05	2.0e+04
3.8426e+03	2.4e+00	4.34661e+05	2.0e+04
3.8463e+03	2.4e+00	4.12852e+05	1.6e+04
3.8500e+03	2.4e+00	3.72472e+05	1.4e+04
3.8537e+03	2.4e+00	3.16645e+05	1.4e+04
3.8574e+03	2.4e+00	2.56385e+05	1.1e+04
3.8611e+03	2.4e+00	2.16374e+05	8.7e+03
3.8648e+03	2.4e+00	2.34354e+05	9.1e+03
3.8685e+03	2.4e+00	3.01804e+05	1.1e+04
3.8722e+03	2.4e+00	3.95923e+05	1.5e+04
3.8759e+03	2.4e+00	4.63929e+05	1.4e+04
3.8795e+03	2.4e+00	5.26339e+05	1.8e+04
3.8832e+03	2.4e+00	5.73258e+05	2.2e+04
3.8869e+03	2.4e+00	6.17680e+05	2.6e+04
3.8906e+03	2.4e+00	6.25308e+05	2.2e+04
