# lambda [A]	Dlambda [A]	specval [counts]
6.002772146953598167e+03	9.643649254210775457e-01	9.070858292574131099e+01
6.005189607529849127e+03	9.644036297464839702e-01	8.710902854396779560e+01
6.007606850516668601e+03	9.644406485143698360e-01	6.904428440470066164e+01
6.010023875914057498e+03	9.644759750115405872e-01	8.660111890629673326e+01
6.012440683722015820e+03	9.645096026102323306e-01	8.386061229251016869e+01
6.014857273940544474e+03	9.645415247686057736e-01	6.772144557863131809e+01
6.017273646569642551e+03	9.645717350299234383e-01	7.562628087589575898e+01
6.019689801609310052e+03	9.646002270229659947e-01	8.472921474102294326e+01
6.022105739059546067e+03	9.646269944615082359e-01	8.628177875650783335e+01
6.024521458920353325e+03	9.646520311444739537e-01	8.388547193540776448e+01
6.026936961191729097e+03	9.646753309556808098e-01	9.141636165744411358e+01
6.029352245873675201e+03	9.646968878638220168e-01	1.140013488219382793e+02
6.031767312966189820e+03	9.647166959221048499e-01	1.288929788144316433e+02
6.034182162469274772e+03	9.647347492684498205e-01	1.253126004139725751e+02
6.036596794382928238e+03	9.647510421251990209e-01	1.275088653947410791e+02
6.039011208707152946e+03	9.647655687989733497e-01	1.232603154739400395e+02
6.041425405441945259e+03	9.647783236806940499e-01	1.045340768328798760e+02
6.043839384587308814e+03	9.647893012453041539e-01	1.076434196700303687e+02
6.046253146143240883e+03	9.647984960518600772e-01	1.043485912461583212e+02
6.048666690109743286e+03	9.648059027432349666e-01	1.041998317928265863e+02
6.051080016486814202e+03	9.648115160461774309e-01	8.237376355859625221e+01
6.053493125274454542e+03	9.648153307711078153e-01	8.494242097977971184e+01
6.055906016472666124e+03	9.648173418120038480e-01	8.521662261193118582e+01
6.058318690081445311e+03	9.648175441463631152e-01	8.566609384038461883e+01
6.060731146100795740e+03	9.648159328351519903e-01	9.003259870163040546e+01
6.063143384530714684e+03	9.648125030226321064e-01	9.088154558450460740e+01
6.065555405371203960e+03	9.648072499362471133e-01	8.564179944455457871e+01
6.067967208622261751e+03	9.648001688865347480e-01	1.075322864618205330e+02
6.070378794283889874e+03	9.647912552672458508e-01	9.489924528090733702e+01
6.072790162356087421e+03	9.647805045549880942e-01	1.377965135025770280e+02
6.075201312838854392e+03	9.647679123092098852e-01	1.386272089389666178e+02
6.077612245732190786e+03	9.647534741722527674e-01	1.530873946662484002e+02
6.080022961036097513e+03	9.647371858691339286e-01	1.440357589651123078e+02
6.082433458750572754e+03	9.647190432075583022e-01	1.257061955657696188e+02
6.084843738875618328e+03	9.646990420777646902e-01	9.723160637739302103e+01
6.087253801411232416e+03	9.646771784525131066e-01	7.959570894826467224e+01
6.089663646357417747e+03	9.646534483870375931e-01	8.777454211479597745e+01
6.092073273714170682e+03	9.646278480188690274e-01	1.026732142688286729e+02
6.094482683481494860e+03	9.646003735679030688e-01	1.285806390102386558e+02
6.096891875659387551e+03	9.645710213362784780e-01	1.700972261038771194e+02
6.099300850247850576e+03	9.645397877081994809e-01	1.758963591967734885e+02
6.101709607246882115e+03	9.645066691501869016e-01	1.684199164135375497e+02
6.104118146656483987e+03	9.644716622107131210e-01	1.365285813557226504e+02
6.106526468476654372e+03	9.644347635202222824e-01	1.310981860237562557e+02
6.108934572707396001e+03	9.643959697912783957e-01	7.228608640656133844e+01
6.111342459348705233e+03	9.643552778181843088e-01	8.535266101028926755e+01
6.113750128400585709e+03	9.643126844772158535e-01	7.887484671500278921e+01
6.116157579863034698e+03	9.642681867264661921e-01	9.386953015589861593e+01
6.118564813736054020e+03	9.642217816057753188e-01	9.446690521147215236e+01
6.120971830019641857e+03	9.641734662367708042e-01	8.493110857163661365e+01
6.123378628713800936e+03	9.641232378226832767e-01	7.516863781896653052e+01
6.125785209818527619e+03	9.640710936485989979e-01	7.611699753164862159e+01
6.128191573333825545e+03	9.640170310810216581e-01	7.884294572574081883e+01
6.130597719259691075e+03	9.639610475682109936e-01	8.019367010210828539e+01
6.133003647596127848e+03	9.639031406400067059e-01	8.067030805044194608e+01
6.135409358343133135e+03	9.638433079077225463e-01	8.534032081583502816e+01
6.137814851500708755e+03	9.637815470642334681e-01	1.037917166954026413e+02
6.140220127068853799e+03	9.637178558838955800e-01	1.336198677397139818e+02
6.142625185047568266e+03	9.636522322227123460e-01	1.731964031792657579e+02
6.145030025436852156e+03	9.635846740179423442e-01	2.025280546186546644e+02
6.147434648236706380e+03	9.635151792884322219e-01	1.870679910394703711e+02
6.149839053447128208e+03	9.634437461344209641e-01	1.770244334678605185e+02
6.152243241068121279e+03	9.633703727376863313e-01	1.164199124034153954e+02
6.154647211099682863e+03	9.632950573613314749e-01	7.989857913871892947e+01
6.157050963541815690e+03	9.632177983499434770e-01	8.067243805117480804e+01
6.159454498394516122e+03	9.631385941294958730e-01	8.233603619610060775e+01
6.161857815657787796e+03	9.630574432074824331e-01	9.433116594491387730e+01
6.164260915331627075e+03	9.629743441727429687e-01	9.603255219361277284e+01
6.166663797416036687e+03	9.628892956955804605e-01	1.204095515532418403e+02
6.169066461911016631e+03	9.628022965277835965e-01	1.128080847114554501e+02
6.171468908816565090e+03	9.627133455025266295e-01	1.030261538210730237e+02
6.173871138132684791e+03	9.626224415345454588e-01	8.805066254847609741e+01
6.176273149859372097e+03	9.625295836199462274e-01	8.921429810724632148e+01
6.178674943996630645e+03	9.624347708364594522e-01	7.210752959556829467e+01
6.181076520544456798e+03	9.623380023432988040e-01	6.885029637133497715e+01
6.183477879502854194e+03	9.622392773812353806e-01	7.279391001976016184e+01
6.185879020871820103e+03	9.621385952725050039e-01	6.959249305317761980e+01
6.188279944651356345e+03	9.620359554211546094e-01	7.483370580641708614e+01
6.190680650841461102e+03	9.619313573126287986e-01	7.102277138563128744e+01
6.193081139442137101e+03	9.618248005142761015e-01	6.733771802728261946e+01
6.195481410453380704e+03	9.617162846749413019e-01	6.190181885983696475e+01
6.197881463875195550e+03	9.616058095253953164e-01	6.931988731827122763e+01
6.200281299707578910e+03	9.614933748779911360e-01	6.894561969610238350e+01
6.202680917950531693e+03	9.613789806270250926e-01	6.055018222688850216e+01
6.205080318604054810e+03	9.612626267486935605e-01	6.084935294322315968e+01
6.207479501668147350e+03	9.611443133009940354e-01	7.487714661484326939e+01
6.209878467142808404e+03	9.610240404240781853e-01	7.078752052789138816e+01
6.212277215028040700e+03	9.609018083398250809e-01	9.172974201403623340e+01
6.214675745323840601e+03	9.607776173525403030e-01	9.010223788701232195e+01
6.217074058030211745e+03	9.606514678483633052e-01	8.634095874971943374e+01
6.219472153147151403e+03	9.605233602958762607e-01	8.172201220045198511e+01
6.221870030674661393e+03	9.603932952456565308e-01	8.812022237735654073e+01
6.224267690612739898e+03	9.602612733308611981e-01	7.585888803053335039e+01
6.226665132961388736e+03	9.601272952669920313e-01	6.598426091630204837e+01
6.229062357720606997e+03	9.599913618517892377e-01	6.482593964927353625e+01
6.231459364890394681e+03	9.598534739658529658e-01	6.624739354584703221e+01
6.233856154470751790e+03	9.597136325721939976e-01	7.584871909190299277e+01
6.236252726461679231e+03	9.595718387166313201e-01	5.822973410857752441e+01
6.238649080863175186e+03	9.594280935276587874e-01	6.685988713427747143e+01
6.241045217675241474e+03	9.592823982166995833e-01	7.502988469520988701e+01
6.243441136897876277e+03	9.591347540780892356e-01	7.548427504212043004e+01
6.245836838531082321e+03	9.589851624892540283e-01	6.734876201582322608e+01
6.248232322574855971e+03	9.588336249106692577e-01	7.303945637018127002e+01
6.250627589029200863e+03	9.586801428861317920e-01	7.232280906715389790e+01
6.253022637894114268e+03	9.585247180427163283e-01	6.629787164356228857e+01
6.255417469169598007e+03	9.583673520908380095e-01	6.555773382647380743e+01
6.257812082855650260e+03	9.582080468245773863e-01	6.960623447167934330e+01
6.260206478952272846e+03	9.580468041215177699e-01	7.499733008666143519e+01
6.262600657459464855e+03	9.578836259430613120e-01	1.138586240482948426e+02
6.264994618377226288e+03	9.577185143344494334e-01	1.361109285406341485e+02
6.267388361705557145e+03	9.575514714248238857e-01	1.595034682207629260e+02
6.269781887444458334e+03	9.573824994274389155e-01	1.563315286199731133e+02
6.272175195593928038e+03	9.572116006397709542e-01	1.261255945925829707e+02
6.274568286153968074e+03	9.570387774435290540e-01	8.645779718539817793e+01
6.276961159124576625e+03	9.568640323049255603e-01	6.542773901996200436e+01
6.279353814505754599e+03	9.566873677747431692e-01	6.842417307663529868e+01
6.281746252297503815e+03	9.565087864883665691e-01	7.335725455694105790e+01
6.284138472499821546e+03	9.563282911660918595e-01	8.076000991057024692e+01
6.286530475112708700e+03	9.561458846131711820e-01	7.196095078961937475e+01
6.288922260136165278e+03	9.559615697198671214e-01	6.839178991361870885e+01
6.291313827570192188e+03	9.557753494617257095e-01	6.133504264238439418e+01
6.293705177414787613e+03	9.555872268997176455e-01	7.150532993415569649e+01
6.296096309669954280e+03	9.553972051801375986e-01	6.239762702757288082e+01
6.298487224335688552e+03	9.552052875352039507e-01	8.103716490797243921e+01
6.300877921411994066e+03	9.550114772827403842e-01	8.494207914863638109e+01
6.303268400898868094e+03	9.548157778266475049e-01	8.652312685008716642e+01
6.305658662796312456e+03	9.546181926569236031e-01	9.801865462691783648e+01
6.308048707104325331e+03	9.544187253497697920e-01	8.855679368235985294e+01
6.310438533822908539e+03	9.542173795679883552e-01	8.624941375831770074e+01
6.312828142952060261e+03	9.540141590607429389e-01	7.543393364866591355e+01
6.315217534491783226e+03	9.538090676642154708e-01	6.629648547648518786e+01
6.317606708442073796e+03	9.536021093012824190e-01	7.526462952166372133e+01
6.319995664802935607e+03	9.533932879821318540e-01	7.544396463907040129e+01
6.322384403574365933e+03	9.531826078041013561e-01	6.159273906687769795e+01
6.324772924756366592e+03	9.529700729519728908e-01	6.880812854204089035e+01
6.327161228348935765e+03	9.527556876982183898e-01	7.719711863614226388e+01
6.329549314352075271e+03	9.525394564031202105e-01	9.452578016037325881e+01
6.331937182765784200e+03	9.523213835148658379e-01	1.291642020582840189e+02
6.334324833590062553e+03	9.521014735699352416e-01	1.139607186378180899e+02
6.336712266824910330e+03	9.518797311931249672e-01	1.029422606915373137e+02
6.339099482470328439e+03	9.516561610977772867e-01	1.258509771473899832e+02
6.341486480526315063e+03	9.514307680859585004e-01	8.300403227248416727e+01
6.343873260992872019e+03	9.512035570488052150e-01	7.506125105778967566e+01
6.346259823869997490e+03	9.509745329664843760e-01	7.529192622490414522e+01
6.348646169157694203e+03	9.507437009085140112e-01	7.217483226967750909e+01
6.351032296855958521e+03	9.505110660341024031e-01	7.955563321461573878e+01
6.353418206964794081e+03	9.502766335920480589e-01	7.430465817590393840e+01
6.355803899484198155e+03	9.500404089211885728e-01	6.467117868166340600e+01
6.358189374414172562e+03	9.498023974505599432e-01	7.198756286413730265e+01
6.360574631754715483e+03	9.495626046995816472e-01	7.411249092016879558e+01
6.362959671505828737e+03	9.493210362783476297e-01	6.869073131543525790e+01
6.365344493667510505e+03	9.490776978876148684e-01	6.530222191310951985e+01
6.367729098239763516e+03	9.488325953193991191e-01	7.602534054528466356e+01
6.370113485222584131e+03	9.485857344568927596e-01	7.971139318720912570e+01
6.372497654615975989e+03	9.483371212747372381e-01	7.893326326574090501e+01
6.374881606419936361e+03	9.480867618394622776e-01	7.475505545493179227e+01
6.377265340634467066e+03	9.478346623094933143e-01	9.779904035328212331e+01
6.379648857259566284e+03	9.475808289353566671e-01	1.245961925470979423e+02
6.382032156295236746e+03	9.473252680602012310e-01	1.681665965379572754e+02
6.384415237741474812e+03	9.470679861197460747e-01	1.818069976752532853e+02
6.386798101598284120e+03	9.468089896426578056e-01	1.687193007751689038e+02
6.389180747865661942e+03	9.465482852508028122e-01	1.331471026238607180e+02
6.391563176543609188e+03	9.462858796593816013e-01	8.233711128086447673e+01
6.393945387632126767e+03	9.460217796773816579e-01	8.945028888483138019e+01
6.396327381131212860e+03	9.457559922075515768e-01	1.223642256893387241e+02
6.398709157040869286e+03	9.454885242470011386e-01	2.194958286641708298e+02
6.401090715361095135e+03	9.452193828870828485e-01	2.602240721123753815e+02
6.403472056091890408e+03	9.449485753139593713e-01	2.588823938803442388e+02
6.405853179233255105e+03	9.446761088087151093e-01	2.385262808645491930e+02
6.408234084785190134e+03	9.444019907476357556e-01	1.718007426793684544e+02
6.410614772747693678e+03	9.441262286024749706e-01	9.666821619454779579e+01
6.412995243120767555e+03	9.438488299408059889e-01	9.893630373686944779e+01
6.415375495904409945e+03	9.435698024261275352e-01	1.090377447754871127e+02
6.417755531098623578e+03	9.432891538182811564e-01	1.057576851658019024e+02
6.420135348703404816e+03	9.430068919737266686e-01	8.912046210023576975e+01
6.422514948718757296e+03	9.427230248456859307e-01	8.200436060846371333e+01
6.424894331144678290e+03	9.424375604845960375e-01	7.149877843717005987e+01
6.427273495981169617e+03	9.421505070381597235e-01	7.402825412163655017e+01
6.429652443228229458e+03	9.418618727520899903e-01	7.540329363517940919e+01
6.432031172885859633e+03	9.415716659697045410e-01	7.924025072419887294e+01
6.434409684954059230e+03	9.412798951328791297e-01	7.224328604873672077e+01
6.436787979432828251e+03	9.409865687819403135e-01	7.385665008569280587e+01
6.439166056322166696e+03	9.406916955560276072e-01	8.741310863053504931e+01
6.441543915622075474e+03	9.403952841936318308e-01	6.476468496971838817e+01
6.443921557332552766e+03	9.400973435325161720e-01	8.191913211725331223e+01
6.446298981453600391e+03	9.397978825103275868e-01	6.916533966850985848e+01
6.448676187985216529e+03	9.394969101646196696e-01	6.398439817263259499e+01
6.451053176927403001e+03	9.391944356335896193e-01	8.159712627449874844e+01
6.453429948280158897e+03	9.388904681557500576e-01	7.623121414317368760e+01
6.455806502043485125e+03	9.385850170709649776e-01	7.603521162051113436e+01
6.458182838217378958e+03	9.382780918200882558e-01	8.075784704955609072e+01
6.460558956801844033e+03	9.379697019458371754e-01	7.993417014668222009e+01
6.462934857796878532e+03	9.376598570926618637e-01	8.594458553498944298e+01
6.465310541202482455e+03	9.373485670074114262e-01	7.523450991800497434e+01
6.467686007018654891e+03	9.370358415393507112e-01	7.199770359675640918e+01
6.470061255245398570e+03	9.367216906407854760e-01	8.183590662051373954e+01
6.472436285882709853e+03	9.364061243671663037e-01	7.313792941717015594e+01
6.474811098930592379e+03	9.360891528774142323e-01	7.951230204167387683e+01
6.477185694389043420e+03	9.357707864344154691e-01	7.085877519576995098e+01
6.479560072258064793e+03	9.354510354051915888e-01	7.739514652360504954e+01
6.481934232537654680e+03	9.351299102613371828e-01	7.937269875786401485e+01
6.484308175227814900e+03	9.348074215792316899e-01	8.616139986464212086e+01
6.486681900328544543e+03	9.344835800406099402e-01	7.018504261479324668e+01
6.489055407839844520e+03	9.341583964325037570e-01	8.975562542775487884e+01
6.491428697761712101e+03	9.338318816479762585e-01	6.753182282035200501e+01
6.493801770094150925e+03	9.335040466862716269e-01	7.092665543433352582e+01
6.496174624837158262e+03	9.331749026531878100e-01	7.649805931851111040e+01
6.498547261990735024e+03	9.328444607613901596e-01	8.229651961747262590e+01
6.500919681554883027e+03	9.325127323307864646e-01	1.277986126155166318e+02
6.503291883529598636e+03	9.321797287889737049e-01	1.369763073733836620e+02
6.505663867914885486e+03	9.318454616713119920e-01	1.533089955739858397e+02
6.508035634710739942e+03	9.315099426215645018e-01	1.692044860420896271e+02
6.510407183917165639e+03	9.311731833921038648e-01	1.455434202785582443e+02
6.512778515534159851e+03	9.308351958443265017e-01	8.990814928738400624e+01
6.515149629561724396e+03	9.304959919489158571e-01	8.228627655108853389e+01
6.517520525999858364e+03	9.301555837863126897e-01	7.789061303319911644e+01
6.519891204848561756e+03	9.298139835469957371e-01	8.507133585892189842e+01
6.522261666107834571e+03	9.294712035318409837e-01	6.644540580098946236e+01
6.524631909777676810e+03	9.291272561525345530e-01	7.895757691912312737e+01
6.527001935858088473e+03	9.287821539319190967e-01	9.202706185716291998e+01
6.529371744349070468e+03	9.284359095042490351e-01	1.098354572869385777e+02
6.531741335250620978e+03	9.280885356157529964e-01	1.182581647870353549e+02
6.534110708562741820e+03	9.277400451248841717e-01	1.103218831783469511e+02
6.536479864285432086e+03	9.273904510025324788e-01	1.019353113265037791e+02
6.538848802418691776e+03	9.270397663328286963e-01	9.006476701562456810e+01
6.541217522962520889e+03	9.266880043128993272e-01	8.049205301602749785e+01
6.543586025916920335e+03	9.263351782539249735e-01	8.300432642433725050e+01
6.545954311281888295e+03	9.259813015808513459e-01	9.231722834903872865e+01
6.548322379057426588e+03	9.256263878332657846e-01	8.882652729449023354e+01
6.550690229243533395e+03	9.252704506654854111e-01	7.522833188725084597e+01
6.553057861840211444e+03	9.249135038470209791e-01	9.949881670006969614e+01
6.555425276847457098e+03	9.245555612629277054e-01	1.243408962593294262e+02
6.557792474265273995e+03	9.241966369142398108e-01	2.789169914715962477e+02
6.560159454093658496e+03	9.238367449182534052e-01	2.953511995950115647e+02
6.562526216332614240e+03	9.234758995089852318e-01	3.264062236658638767e+02
6.564892760982138498e+03	9.231141150374413407e-01	2.925558592925113999e+02
6.567259088042233998e+03	9.227514059720851591e-01	2.193322787245131451e+02
6.569625197512897103e+03	9.223877868993293205e-01	1.156945447638307485e+02
6.571991089394130540e+03	9.220232725234733806e-01	9.325045736421179754e+01
6.574356763685933402e+03	9.216578776677211149e-01	8.031586382253104262e+01
6.576722220388306596e+03	9.212916172740097664e-01	8.829524681165024447e+01
6.579087459501248304e+03	9.209245064035734840e-01	8.334026581570152814e+01
6.581452481024760345e+03	9.205565602374747858e-01	6.308192727321339532e+01
6.583817284958840901e+03	9.201877940767511088e-01	8.893017226016799270e+01
6.586181871303491789e+03	9.198182233429933463e-01	6.492913313008722298e+01
6.588546240058712101e+03	9.194478635784687492e-01	8.966941794434734447e+01
6.590910391224501836e+03	9.190767304467845067e-01	9.551683380685535951e+01
6.593274324800860995e+03	9.187048397330486171e-01	1.315006135113611663e+02
6.595638040787790487e+03	9.183322073444020184e-01	1.407501332112588841e+02
6.598001539185288493e+03	9.179588493102408542e-01	1.428371835227107738e+02
6.600364819993356832e+03	9.175847817828247655e-01	1.534785486183718035e+02
6.602727883211993685e+03	9.172100210372589046e-01	1.306714838265765195e+02
6.605090728841201781e+03	9.168345834724186405e-01	8.329896191200951705e+01
6.607453356880977481e+03	9.164584856107286237e-01	9.793957984169475139e+01
6.609815767331323514e+03	9.160817440990715044e-01	8.677112255431511301e+01
6.612177960192239880e+03	9.157043757087739433e-01	7.719195834022758618e+01
6.614539935463724760e+03	9.153263973361348560e-01	8.804129071934535489e+01
6.616901693145779973e+03	9.149478260028820475e-01	7.567656256664511716e+01
6.619263233238403700e+03	9.145686788563264225e-01	9.435415525375464085e+01
6.621624555741598670e+03	9.141889731699643917e-01	8.066690227522862244e+01
6.623985660655361244e+03	9.138087263436370788e-01	7.115271159281103053e+01
6.626346547979695060e+03	9.134279559040998642e-01	8.569158699655493194e+01
6.628707217714597391e+03	9.130466795051942475e-01	7.991787701574423863e+01
6.631067669860070055e+03	9.126649149283526663e-01	7.921324811025715462e+01
6.633427904416111232e+03	9.122826800829310079e-01	8.533405131261004328e+01
6.635787921382722743e+03	9.118999930064922710e-01	8.552168198928715981e+01
6.638147720759902768e+03	9.115168718653227087e-01	8.177794492001754634e+01
6.640507302547654035e+03	9.111333349545331917e-01	8.636436193576646758e+01
6.642866666745972907e+03	9.107494006988056112e-01	7.399486064154119447e+01
6.645225813354863021e+03	9.103650876522716429e-01	7.547060025546367967e+01
6.647584742374321650e+03	9.099804144993809407e-01	8.808923000625748045e+01
6.649943453804350611e+03	9.095954000547047391e-01	7.757806726481523185e+01
6.652301947644948086e+03	9.092100632637533097e-01	7.412671982468735621e+01
6.654660223896116804e+03	9.088244232030951997e-01	8.531492382503199678e+01
6.657018282557853126e+03	9.084384990807010674e-01	6.353804598165029915e+01
6.659376123630160691e+03	9.080523102363943222e-01	8.553793072398731567e+01
6.661733747113036770e+03	9.076658761419943433e-01	8.454992493523653252e+01
6.664091153006483182e+03	9.072792164019649608e-01	8.245675177614040763e+01
6.666448341310498108e+03	9.068923507533098727e-01	9.025472738231641756e+01
6.668805312025083367e+03	9.065052990663954313e-01	1.015433514791792504e+02
6.671162065150237140e+03	9.061180813448549420e-01	2.224201062764911683e+02
6.673518600685962156e+03	9.057307177262423625e-01	2.792073482402886953e+02
6.675874918632254776e+03	9.053432284820150944e-01	2.625491925850571420e+02
6.678231018989118638e+03	9.049556340182439707e-01	2.674766944753459370e+02
6.680586901756551015e+03	9.045679548755505284e-01	2.346408288624064653e+02
6.682942566934553724e+03	9.041802117296999786e-01	1.108017267370135812e+02
6.685298014523124948e+03	9.037924253917740680e-01	9.317382688549575676e+01
6.687653244522266505e+03	9.034046168084425288e-01	8.457121165857881806e+01
6.690008256931977485e+03	9.030168070624190468e-01	8.456739144495101357e+01
6.692363051752257888e+03	9.026290173724653698e-01	1.049852076013683444e+02
6.694717628983107716e+03	9.022412690941375990e-01	9.449308575973672930e+01
6.697071988624527876e+03	9.018535837195218452e-01	9.025441443984931311e+01
6.699426130676516550e+03	9.014659828780121620e-01	7.905091715584575240e+01
6.701780055139075557e+03	9.010784883363195386e-01	8.472562842722902587e+01
6.704133762012203078e+03	9.006911219987450146e-01	8.037809425811533970e+01
6.706487251295901842e+03	9.003039059074388062e-01	8.838515481631736748e+01
6.708840522990168211e+03	8.999168622429154496e-01	1.062860505101237578e+02
6.711193577095005821e+03	8.995300133240594631e-01	1.460413064196154096e+02
6.713546413610411946e+03	8.991433816082986530e-01	1.314355624998521535e+02
6.715899032536388404e+03	8.987569896921582258e-01	1.459836153814400177e+02
6.718251433872933376e+03	8.983708603111872915e-01	1.458119533955671727e+02
6.720603617620047771e+03	8.979850163405973529e-01	1.059192355421845093e+02
6.722955583777732500e+03	8.975994807948911580e-01	9.703530121076248349e+01
6.725307332345986651e+03	8.972142768287517667e-01	9.163357644886097830e+01
6.727658863324810227e+03	8.968294277366664069e-01	7.629248117310451960e+01
6.730010176714203226e+03	8.964449569536373508e-01	8.021131552072797888e+01
6.732361272514166558e+03	8.960608880549834065e-01	9.587695902814272131e+01
6.734712150724698404e+03	8.956772447569506523e-01	9.346392822920699928e+01
6.737062811345800583e+03	8.952940509164289962e-01	8.921913937606124989e+01
6.739413254377472185e+03	8.949113305315737898e-01	9.614205582121492455e+01
6.741763479819713211e+03	8.945291077415953307e-01	7.893064777699238732e+01
6.744113487672523661e+03	8.941474068273267406e-01	1.007974662020541246e+02
6.746463277935904443e+03	8.937662522110706442e-01	1.279439686176658881e+02
6.748812850609853740e+03	8.933856684569063678e-01	1.359199643881239012e+02
6.751162205694373370e+03	8.930056802707351249e-01	1.452128442320035333e+02
6.753511343189461513e+03	8.926263125007157795e-01	1.380981605500113005e+02
6.755860263095119990e+03	8.922475901368729367e-01	1.111216353740850167e+02
6.758208965411347890e+03	8.918695383116826969e-01	9.805415321922012595e+01
6.760557450138145214e+03	8.914921823000550027e-01	9.093765951300946426e+01
6.762905717275511961e+03	8.911155475193620612e-01	8.115054989441719613e+01
6.765253766823449041e+03	8.907396595295614672e-01	8.779802731625503043e+01
6.767601598781954635e+03	8.903645440334788663e-01	9.802041261229676650e+01
6.769949213151030563e+03	8.899902268764433577e-01	8.069201096808070872e+01
6.772296609930675004e+03	8.896167340469820495e-01	8.948241409676906244e+01
6.774643789120890688e+03	8.892440916761981118e-01	9.108366350666351252e+01
6.776990750721673976e+03	8.888723260385347213e-01	8.949843473657490733e+01
6.779337494733028507e+03	8.885014635511326864e-01	8.912362772228830465e+01
6.781684021154951552e+03	8.881315307744809262e-01	8.591379276387201003e+01
6.784030329987444929e+03	8.877625544118007417e-01	8.688993932593113811e+01
6.786376421230506821e+03	8.873945613098604968e-01	9.316343505908587019e+01
6.788722294884139046e+03	8.870275784581234113e-01	9.075352279514812892e+01
6.791067950948340695e+03	8.866616329893656223e-01	8.232212377326094099e+01
6.793413389423111767e+03	8.862967521793783110e-01	9.394023144157158356e+01
6.795758610308452262e+03	8.859329634470364256e-01	8.141150637353185004e+01
6.798103613604363090e+03	8.855702943541946537e-01	8.184698013741511602e+01
6.800448399310842433e+03	8.852087726056050432e-01	8.519117802596480260e+01
6.802792967427892108e+03	8.848484260491120690e-01	8.847341140333543308e+01
6.805137317955510298e+03	8.844892826751292736e-01	8.099718918186373173e+01
6.807481450893698820e+03	8.841313706170919051e-01	8.701633440826786625e+01
6.809825366242456766e+03	8.837747181507651373e-01	7.972285515073295414e+01
6.812169064001785046e+03	8.834193536947047010e-01	8.700681573574409811e+01
6.814512544171681839e+03	8.830653058097487351e-01	9.034705461432223217e+01
6.816855806752148055e+03	8.827126031990605304e-01	8.281927037832032568e+01
6.819198851743184605e+03	8.823612747079564445e-01	8.682809995873815012e+01
6.821541679144790578e+03	8.820113493235683944e-01	9.657595442837374833e+01
6.823884288956965065e+03	8.816628561749921822e-01	8.060197639586472462e+01
6.826226681179710795e+03	8.813158245328105433e-01	7.804279947113001015e+01
6.828568855813024129e+03	8.809702838091741928e-01	8.798579412125641852e+01
6.830910812856907796e+03	8.806262635571849851e-01	8.705323491743254749e+01
6.833252552311361796e+03	8.802837934711587042e-01	9.459210275660377931e+01
6.835594074176384311e+03	8.799429033858986449e-01	8.739320683458743133e+01
6.837935378451977158e+03	8.796036232769395280e-01	8.319316961378098085e+01
6.840276465138139429e+03	8.792659832596940728e-01	7.331750247798392195e+01
6.842617334234871123e+03	8.789300135897242239e-01	8.306491131339852529e+01
6.844957985742172241e+03	8.785957446621495137e-01	8.008158135399978050e+01
6.847298419660042782e+03	8.782632070112168510e-01	9.846276327706314646e+01
6.849638635988482747e+03	8.779324313103817889e-01	9.556557793745636786e+01
6.851978634727493045e+03	8.776034483715242640e-01	9.426684551253518407e+01
6.854318415877071857e+03	8.772762891448364631e-01	9.023000276864922853e+01
6.856657979437221911e+03	8.769509847183144524e-01	9.051054681897061016e+01
6.858997325407939570e+03	8.766275663175900901e-01	8.962710064318137881e+01
6.861336453789228472e+03	8.763060653051303328e-01	9.118763722144342410e+01
6.863675364581084978e+03	8.759865131802313520e-01	1.247404907276005019e+02
6.866014057783512726e+03	8.756689415782493713e-01	1.201063089990788626e+02
6.868352533396508989e+03	8.753533822703579714e-01	1.438757997768080941e+02
6.870690791420075584e+03	8.750398671629241454e-01	1.269633544483994001e+02
6.873028831854211603e+03	8.747284282970521074e-01	1.309074835819071438e+02
6.875366654698917046e+03	8.744190978481921617e-01	9.376699343342455961e+01
6.877704259954191912e+03	8.741119081252769485e-01	9.279515399658271235e+01
6.880041647620036201e+03	8.738068915707161155e-01	1.027014121359622578e+02
6.882378817696449914e+03	8.735040807592447942e-01	1.030789753421508834e+02
6.884715770183433960e+03	8.732035083977447432e-01	1.093741315645865626e+02
6.887052505080986521e+03	8.729052073243396270e-01	8.619254000330140286e+01
6.889389022389110323e+03	8.726092105081957317e-01	1.043994464044515524e+02
6.891725322107801730e+03	8.723155510484255082e-01	9.899002620105400752e+01
6.894061404237064380e+03	8.720242621736553623e-01	9.541307648858935408e+01
6.896397268776894634e+03	8.717353772413377611e-01	1.036778918155417983e+02
6.898732915727296131e+03	8.714489297370047183e-01	9.608618071489298984e+01
6.901068345088266142e+03	8.711649532736382984e-01	9.292854962772264571e+01
6.903403556859806486e+03	8.708834815907383620e-01	9.479102657202213322e+01
6.905738551041915343e+03	8.706045485538410622e-01	9.901251580821177356e+01
6.908073327634595444e+03	8.703281881534401521e-01	1.043360729602250530e+02
6.910407886637843148e+03	8.700544345045150285e-01	9.478994339919590573e+01
6.912742228051662096e+03	8.697833218453533410e-01	8.315820193547264694e+01
6.915076351876049557e+03	8.695148845371210022e-01	9.981290945825924155e+01
6.917410258111006442e+03	8.692491570624789610e-01	9.597664530857259990e+01
6.919743946756533660e+03	8.689861740253328470e-01	1.034343380355609696e+02
6.922077417812630301e+03	8.687259701493343922e-01	1.480480061407150174e+02
