# NIST Lines
# L_nist	 DL_nist L_script  DL_script
6562.790	 0.030	800.5	0.5	#	H_alpha
4861.350	 0.050	311.0	0.3	#	H_beta
4340.472	 0.006	164.0	0.3	#	H_gamma
4101.734	 0.006	96.00	0.3	#	H_delta
3970.075	 0.006	58.50	0.5	#	H_epsilon
3889.064	 0.006	35.50	0.5	#	H_xi
3835.397	 0.006	20.00	0.3	#	H_eta
3797.909	 0.006	9.000	0.3	#	H_theta
3770.633	 0.006	1.000	0.3	#	H_iota
