# NIST Lines
# L_nist	 DL_nist L_script  DL_script
6562.790	 0.030	6.563e+03	2e+00	#	H_alpha
4861.350	 0.050	4.864e+03	2e+00	#	H_beta
4340.472	 0.006	4.334e+03	3e+00	#	H_gamma
4101.734	 0.006	4.090e+03	3e+00	#	H_delta
3970.075	 0.006	3.948e+03	6e+00	#	H_epsilon
3889.064	 0.006	3.861e+03	4e+00	#	H_xi
3835.397	 0.006	3.804e+03	6e+00	#	H_eta
3797.909	 0.006	3.765e+03	5e+00	#	H_theta
3770.633	 0.006	3.736e+03	5e+00	#	H_iota
