# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.6834e+03	2.4e+00	7.09757e+03	1.8e+02
3.6871e+03	2.4e+00	8.18434e+03	1.1e+02
3.6908e+03	2.4e+00	8.43909e+03	2.3e+02
3.6945e+03	2.4e+00	8.63473e+03	1.1e+02
3.6982e+03	2.4e+00	9.03911e+03	1.2e+02
3.7019e+03	2.4e+00	9.92673e+03	1.9e+02
3.7057e+03	2.4e+00	1.17426e+04	4.6e+02
3.7094e+03	2.4e+00	1.22360e+04	3.3e+02
3.7131e+03	2.4e+00	1.25998e+04	1.0e+02
3.7168e+03	2.4e+00	1.37049e+04	4.9e+01
3.7205e+03	2.4e+00	1.58114e+04	2.4e+02
3.7242e+03	2.4e+00	1.82955e+04	2.2e+02
3.7279e+03	2.4e+00	1.95009e+04	4.3e+01
3.7316e+03	2.4e+00	1.85555e+04	2.1e+02
3.7353e+03	2.4e+00	1.69186e+04	5.1e+02
3.7390e+03	2.4e+00	1.87728e+04	3.2e+02
3.7427e+03	2.4e+00	2.37265e+04	1.8e+02
3.7464e+03	2.4e+00	2.89786e+04	3.9e+01
3.7501e+03	2.4e+00	3.34898e+04	1.6e+02
3.7539e+03	2.4e+00	3.59929e+04	4.8e+02
3.7576e+03	2.4e+00	3.46998e+04	2.8e+02
3.7613e+03	2.4e+00	2.95829e+04	1.6e+02
3.7650e+03	2.4e+00	2.58910e+04	2.4e+02
3.7687e+03	2.4e+00	2.94213e+04	3.7e+02
3.7724e+03	2.4e+00	3.77354e+04	7.6e+02
3.7761e+03	2.4e+00	4.78502e+04	4.5e+02
3.7798e+03	2.4e+00	5.87433e+04	7.5e+02
3.7835e+03	2.4e+00	6.56880e+04	8.4e+02
3.7872e+03	2.4e+00	6.70468e+04	5.6e+02
3.7909e+03	2.4e+00	6.75965e+04	1.4e+03
3.7946e+03	2.4e+00	6.55872e+04	1.0e+03
3.7983e+03	2.4e+00	5.59903e+04	5.5e+02
3.8020e+03	2.4e+00	4.51132e+04	2.2e+02
3.8057e+03	2.4e+00	4.18766e+04	6.1e+02
3.8094e+03	2.4e+00	5.00830e+04	2.1e+03
3.8131e+03	2.4e+00	6.52065e+04	3.1e+03
3.8168e+03	2.4e+00	8.42763e+04	3.0e+03
3.8205e+03	2.4e+00	1.00235e+05	4.1e+03
3.8242e+03	2.4e+00	1.13964e+05	6.2e+03
3.8279e+03	2.4e+00	1.23314e+05	6.9e+03
3.8315e+03	2.4e+00	1.28459e+05	6.5e+03
3.8352e+03	2.4e+00	1.35296e+05	5.5e+03
