# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.6871e+03	2.4e+00	6.96424e+03	3.2e+02
3.6908e+03	2.4e+00	7.46932e+03	3.3e+02
3.6945e+03	2.4e+00	8.26264e+03	2.3e+02
3.6982e+03	2.4e+00	8.32486e+03	1.6e+02
3.7019e+03	2.4e+00	9.13632e+03	2.0e+02
3.7057e+03	2.4e+00	1.03172e+04	2.6e+02
3.7094e+03	2.4e+00	1.05471e+04	2.4e+02
3.7131e+03	2.4e+00	1.08658e+04	7.1e+02
3.7168e+03	2.4e+00	1.24165e+04	3.2e+02
3.7205e+03	2.4e+00	1.45527e+04	4.9e+02
3.7242e+03	2.4e+00	1.63803e+04	7.3e+02
3.7279e+03	2.4e+00	1.77897e+04	7.6e+02
3.7316e+03	2.4e+00	1.76072e+04	8.0e+02
3.7353e+03	2.4e+00	1.66305e+04	4.0e+02
3.7390e+03	2.4e+00	1.75130e+04	3.2e+02
3.7427e+03	2.4e+00	2.12670e+04	5.7e+02
3.7464e+03	2.4e+00	2.80732e+04	7.0e+02
3.7501e+03	2.4e+00	3.31084e+04	5.3e+02
3.7539e+03	2.4e+00	3.30516e+04	3.6e+02
3.7576e+03	2.4e+00	3.03965e+04	5.7e+02
3.7613e+03	2.4e+00	2.70023e+04	4.8e+02
3.7650e+03	2.4e+00	2.42733e+04	3.5e+02
3.7687e+03	2.4e+00	2.68873e+04	5.0e+02
3.7724e+03	2.4e+00	3.31202e+04	4.9e+02
3.7761e+03	2.4e+00	4.12771e+04	4.7e+02
3.7798e+03	2.4e+00	5.18866e+04	9.3e+02
3.7835e+03	2.4e+00	5.96352e+04	1.2e+03
3.7872e+03	2.4e+00	6.30372e+04	1.1e+03
3.7909e+03	2.4e+00	6.31016e+04	1.3e+03
3.7946e+03	2.4e+00	5.76609e+04	1.3e+03
3.7983e+03	2.4e+00	5.09615e+04	9.0e+02
3.8020e+03	2.4e+00	4.25660e+04	7.2e+02
3.8057e+03	2.4e+00	3.71672e+04	8.3e+02
3.8094e+03	2.4e+00	4.32029e+04	1.8e+03
3.8131e+03	2.4e+00	5.72014e+04	2.3e+03
3.8168e+03	2.4e+00	7.60648e+04	2.5e+03
3.8205e+03	2.4e+00	8.98165e+04	2.6e+03
3.8242e+03	2.4e+00	1.00480e+05	3.2e+03
3.8279e+03	2.4e+00	1.08163e+05	5.3e+03
3.8315e+03	2.4e+00	1.13758e+05	4.7e+03
3.8352e+03	2.4e+00	1.18148e+05	3.7e+03
3.8389e+03	2.4e+00	1.20798e+05	3.5e+03
3.8426e+03	2.4e+00	1.23833e+05	3.4e+03
3.8463e+03	2.4e+00	1.18305e+05	4.0e+03
3.8500e+03	2.4e+00	1.06324e+05	3.2e+03
3.8537e+03	2.4e+00	9.12462e+04	2.6e+03
3.8574e+03	2.4e+00	7.68317e+04	2.7e+03
3.8611e+03	2.4e+00	6.51198e+04	1.9e+03
3.8648e+03	2.4e+00	6.56957e+04	1.9e+03
3.8685e+03	2.4e+00	8.35584e+04	3.8e+03
3.8722e+03	2.4e+00	1.07870e+05	4.5e+03
3.8759e+03	2.4e+00	1.27743e+05	4.1e+03
3.8795e+03	2.4e+00	1.48115e+05	4.3e+03
3.8832e+03	2.4e+00	1.65784e+05	4.5e+03
3.8869e+03	2.4e+00	1.74002e+05	4.2e+03
3.8906e+03	2.4e+00	1.79563e+05	4.2e+03
3.8943e+03	2.4e+00	1.87398e+05	5.2e+03
3.8980e+03	2.4e+00	1.90590e+05	5.7e+03
3.9017e+03	2.4e+00	1.90305e+05	4.4e+03
3.9054e+03	2.4e+00	1.87987e+05	4.7e+03
3.9090e+03	2.4e+00	1.84858e+05	3.7e+03
3.9127e+03	2.4e+00	1.84405e+05	2.7e+03
