# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.6723e+03	2.4e+00	4.59625e+03	7.1e+01
3.6760e+03	2.4e+00	5.55222e+03	6.4e+01
3.6797e+03	2.4e+00	6.01409e+03	2.3e+02
3.6834e+03	2.4e+00	6.38718e+03	2.2e+02
3.6871e+03	2.4e+00	7.08057e+03	2.2e+02
3.6908e+03	2.4e+00	7.45970e+03	2.3e+02
3.6945e+03	2.4e+00	7.27142e+03	3.4e+02
3.6982e+03	2.4e+00	7.89130e+03	3.6e+02
3.7019e+03	2.4e+00	8.89984e+03	2.2e+01
3.7057e+03	2.4e+00	1.00032e+04	1.5e+02
3.7094e+03	2.4e+00	1.08311e+04	2.4e+02
3.7131e+03	2.4e+00	1.07889e+04	2.7e+02
3.7168e+03	2.4e+00	1.08206e+04	3.3e+02
3.7205e+03	2.4e+00	1.32343e+04	1.5e+02
3.7242e+03	2.4e+00	1.64443e+04	1.3e+02
3.7279e+03	2.4e+00	1.74884e+04	1.5e+02
3.7316e+03	2.4e+00	1.66694e+04	1.9e+02
3.7353e+03	2.4e+00	1.51730e+04	4.0e+01
3.7390e+03	2.4e+00	1.59880e+04	1.0e+02
3.7427e+03	2.4e+00	2.01302e+04	2.7e+02
3.7464e+03	2.4e+00	2.66581e+04	1.9e+02
3.7501e+03	2.4e+00	3.22155e+04	4.8e+02
3.7539e+03	2.4e+00	3.35075e+04	3.7e+02
3.7576e+03	2.4e+00	3.13397e+04	2.6e+02
3.7613e+03	2.4e+00	2.76446e+04	2.3e+02
3.7650e+03	2.4e+00	2.43929e+04	2.6e+02
3.7687e+03	2.4e+00	2.59435e+04	3.7e+02
3.7724e+03	2.4e+00	3.28961e+04	6.0e+02
3.7761e+03	2.4e+00	4.21717e+04	2.8e+02
3.7798e+03	2.4e+00	5.23296e+04	2.9e+02
3.7835e+03	2.4e+00	5.91091e+04	9.9e+02
3.7872e+03	2.4e+00	6.19458e+04	1.1e+03
3.7909e+03	2.4e+00	6.31834e+04	2.4e+02
3.7946e+03	2.4e+00	5.89585e+04	5.4e+02
3.7983e+03	2.4e+00	5.04494e+04	4.3e+02
3.8020e+03	2.4e+00	4.18394e+04	6.9e+01
3.8057e+03	2.4e+00	3.64060e+04	5.7e+02
3.8094e+03	2.4e+00	4.32760e+04	9.2e+02
3.8131e+03	2.4e+00	5.79134e+04	9.2e+02
3.8168e+03	2.4e+00	7.35879e+04	1.7e+03
3.8205e+03	2.4e+00	8.92098e+04	2.0e+03
3.8242e+03	2.4e+00	1.00289e+05	6.5e+02
3.8279e+03	2.4e+00	1.09604e+05	1.2e+02
3.8315e+03	2.4e+00	1.14105e+05	1.3e+03
3.8352e+03	2.4e+00	1.19650e+05	1.4e+03
3.8389e+03	2.4e+00	1.23607e+05	1.2e+03
3.8426e+03	2.4e+00	1.23309e+05	2.4e+02
3.8463e+03	2.4e+00	1.19549e+05	5.9e+02
3.8500e+03	2.4e+00	1.07722e+05	1.5e+03
3.8537e+03	2.4e+00	9.59000e+04	9.9e+02
3.8574e+03	2.4e+00	7.92319e+04	1.4e+03
3.8611e+03	2.4e+00	6.34542e+04	7.9e+02
3.8648e+03	2.4e+00	6.38232e+04	1.2e+03
3.8685e+03	2.4e+00	8.29732e+04	1.3e+03
3.8722e+03	2.4e+00	1.07274e+05	1.3e+03
3.8759e+03	2.4e+00	1.27152e+05	1.6e+03
3.8795e+03	2.4e+00	1.46602e+05	1.9e+03
3.8832e+03	2.4e+00	1.62714e+05	1.7e+03
3.8869e+03	2.4e+00	1.70365e+05	1.6e+03
3.8906e+03	2.4e+00	1.77269e+05	2.6e+03
3.8943e+03	2.4e+00	1.82561e+05	2.3e+03
3.8980e+03	2.4e+00	1.84879e+05	1.9e+03
3.9017e+03	2.4e+00	1.87365e+05	1.5e+03
3.9054e+03	2.4e+00	1.85769e+05	1.9e+03
3.9090e+03	2.4e+00	1.83275e+05	2.7e+03
3.9127e+03	2.4e+00	1.81834e+05	2.9e+03
