# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.6834e+03	2.4e+00	7.51671e+03	1.7e+02
3.6871e+03	2.4e+00	8.61732e+03	3.1e+02
3.6908e+03	2.4e+00	8.51493e+03	3.4e+02
3.6945e+03	2.4e+00	8.38490e+03	3.8e+02
3.6982e+03	2.4e+00	1.00211e+04	1.1e+02
3.7019e+03	2.4e+00	1.11533e+04	1.8e+02
3.7057e+03	2.4e+00	1.19765e+04	4.5e+02
3.7094e+03	2.4e+00	1.27598e+04	2.4e+02
3.7131e+03	2.4e+00	1.28457e+04	2.1e+02
3.7168e+03	2.4e+00	1.43942e+04	3.6e+02
3.7205e+03	2.4e+00	1.62636e+04	5.0e+02
3.7242e+03	2.4e+00	1.93407e+04	6.1e+02
3.7279e+03	2.4e+00	2.10086e+04	5.1e+02
3.7316e+03	2.4e+00	1.96279e+04	3.2e+02
3.7353e+03	2.4e+00	1.88441e+04	4.2e+02
3.7390e+03	2.4e+00	2.08209e+04	3.8e+02
3.7427e+03	2.4e+00	2.63585e+04	1.0e+03
3.7464e+03	2.4e+00	3.20679e+04	8.4e+02
3.7501e+03	2.4e+00	3.65972e+04	1.4e+03
3.7539e+03	2.4e+00	3.83096e+04	1.5e+03
3.7576e+03	2.4e+00	3.52884e+04	1.2e+03
3.7613e+03	2.4e+00	2.98880e+04	6.9e+02
3.7650e+03	2.4e+00	2.67736e+04	6.6e+02
3.7687e+03	2.4e+00	3.08396e+04	8.0e+02
3.7724e+03	2.4e+00	3.98549e+04	1.0e+03
3.7761e+03	2.4e+00	5.04665e+04	1.4e+03
3.7798e+03	2.4e+00	6.14613e+04	2.5e+03
3.7835e+03	2.4e+00	6.89254e+04	2.6e+03
3.7872e+03	2.4e+00	7.05300e+04	1.8e+03
3.7909e+03	2.4e+00	7.19456e+04	2.4e+03
3.7946e+03	2.4e+00	6.85711e+04	3.3e+03
3.7983e+03	2.4e+00	5.69957e+04	2.6e+03
3.8020e+03	2.4e+00	4.65526e+04	1.4e+03
3.8057e+03	2.4e+00	4.45581e+04	1.3e+03
3.8094e+03	2.4e+00	5.24523e+04	1.9e+03
3.8131e+03	2.4e+00	6.87225e+04	2.9e+03
3.8168e+03	2.4e+00	8.81769e+04	3.5e+03
3.8205e+03	2.4e+00	1.05655e+05	3.7e+03
3.8242e+03	2.4e+00	1.19914e+05	4.3e+03
3.8279e+03	2.4e+00	1.28433e+05	4.6e+03
3.8315e+03	2.4e+00	1.33810e+05	6.3e+03
3.8352e+03	2.4e+00	1.40407e+05	7.3e+03
3.8389e+03	2.4e+00	1.46079e+05	7.6e+03
3.8426e+03	2.4e+00	1.48926e+05	7.7e+03
3.8463e+03	2.4e+00	1.43189e+05	5.9e+03
3.8500e+03	2.4e+00	1.27033e+05	5.7e+03
3.8537e+03	2.4e+00	1.09574e+05	5.2e+03
3.8574e+03	2.4e+00	9.19784e+04	3.3e+03
3.8611e+03	2.4e+00	7.70258e+04	2.9e+03
3.8648e+03	2.4e+00	7.92181e+04	4.0e+03
3.8685e+03	2.4e+00	1.01463e+05	4.7e+03
3.8722e+03	2.4e+00	1.30585e+05	5.3e+03
3.8759e+03	2.4e+00	1.53421e+05	6.1e+03
3.8795e+03	2.4e+00	1.73393e+05	6.8e+03
3.8832e+03	2.4e+00	1.88985e+05	6.7e+03
3.8869e+03	2.4e+00	1.98215e+05	6.8e+03
3.8906e+03	2.4e+00	2.08179e+05	7.1e+03
3.8943e+03	2.4e+00	2.14878e+05	7.2e+03
3.8980e+03	2.4e+00	2.14941e+05	8.7e+03
3.9017e+03	2.4e+00	2.16011e+05	8.3e+03
3.9054e+03	2.4e+00	2.15160e+05	6.4e+03
3.9090e+03	2.4e+00	2.10132e+05	7.9e+03
3.9127e+03	2.4e+00	2.09966e+05	8.9e+03
3.9164e+03	2.4e+00	2.15109e+05	7.5e+03
3.9201e+03	2.4e+00	2.19752e+05	6.7e+03
3.9238e+03	2.4e+00	2.16880e+05	7.9e+03
3.9275e+03	2.4e+00	2.09069e+05	8.2e+03
3.9312e+03	2.4e+00	1.94856e+05	7.4e+03
3.9348e+03	2.4e+00	1.78819e+05	5.9e+03
3.9385e+03	2.4e+00	1.53062e+05	5.4e+03
3.9422e+03	2.4e+00	1.21343e+05	5.1e+03
3.9459e+03	2.4e+00	9.97173e+04	4.3e+03
3.9496e+03	2.4e+00	9.60070e+04	4.0e+03
3.9532e+03	2.4e+00	1.15035e+05	5.1e+03
3.9569e+03	2.4e+00	1.45606e+05	5.9e+03
3.9606e+03	2.4e+00	1.77127e+05	7.4e+03
3.9643e+03	2.4e+00	2.00833e+05	8.8e+03
3.9680e+03	2.4e+00	2.15624e+05	9.0e+03
3.9716e+03	2.4e+00	2.29146e+05	8.3e+03
3.9753e+03	2.4e+00	2.36575e+05	9.5e+03
3.9790e+03	2.4e+00	2.39752e+05	1.1e+04
3.9827e+03	2.4e+00	2.41000e+05	1.1e+04
3.9864e+03	2.4e+00	2.46495e+05	1.1e+04
3.9900e+03	2.4e+00	2.52447e+05	1.1e+04
3.9937e+03	2.4e+00	2.53358e+05	1.2e+04
3.9974e+03	2.4e+00	2.50241e+05	1.1e+04
4.0011e+03	2.4e+00	2.51557e+05	1.1e+04
4.0047e+03	2.4e+00	2.52181e+05	1.4e+04
4.0084e+03	2.4e+00	2.50545e+05	1.4e+04
4.0121e+03	2.4e+00	2.47356e+05	1.3e+04
4.0158e+03	2.4e+00	2.45839e+05	1.2e+04
4.0194e+03	2.4e+00	2.44475e+05	1.2e+04
4.0231e+03	2.4e+00	2.39938e+05	1.2e+04
4.0268e+03	2.4e+00	2.37467e+05	1.2e+04
4.0304e+03	2.4e+00	2.40185e+05	1.3e+04
4.0341e+03	2.4e+00	2.40095e+05	1.3e+04
4.0378e+03	2.4e+00	2.33428e+05	1.1e+04
4.0415e+03	2.4e+00	2.26714e+05	1.1e+04
