2904.3	263.01
2907.8	2720.9
2911.2	2701.6
2914.6	2695
2918	2692.4
2921.5	2690.7
2924.9	2686.4
2928.3	2684.6
2931.8	2683.9
2935.2	2683.4
2938.6	2682.6
2942.1	2680.8
2945.5	2679.8
2948.9	2678.5
2952.4	2678
2955.8	2677.2
2959.2	2676.7
2962.7	2675.5
2966.1	2673.5
2969.5	2672.4
2973	2673.8
2976.4	2675.5
2979.9	2674.3
2983.3	2674.3
2986.7	2675.5
2990.2	2674.9
2993.6	2674.2
2997.1	2673.4
3000.5	2673.1
3003.9	2673.1
3007.4	2673.4
3010.8	2673.1
3014.3	2672.6
3017.7	2672.2
3021.2	2671.8
3024.6	2672.1
3028.1	2672.9
3031.5	2672.3
3035	2672.4
3038.4	2672.8
3041.9	2673.4
3045.3	2672.6
3048.8	2671.6
3052.2	2671.3
3055.7	2670.3
3059.1	2671.4
3062.6	2671.8
3066	2670.3
3069.5	2671.8
3073	2672.7
3076.4	2672.3
3079.9	2671.6
3083.3	2671.8
3086.8	2672.4
3090.2	2672.9
3093.7	2673.1
3097.2	2672.5
3100.6	2673
3104.1	2673.3
3107.5	2672.4
3111	2673.9
3114.5	2674.8
3117.9	2673.5
3121.4	2673.6
3124.9	2674.5
3128.3	2674
3131.8	2672.7
3135.2	2671.8
3138.7	2671.1
3142.2	2672.2
3145.6	2674.1
3149.1	2673
3152.6	2673.6
3156.1	2676.5
3159.5	2676.1
3163	2675.4
3166.5	2673.7
3169.9	2671.1
3173.4	2672.2
3176.9	2673.8
3180.4	2675.2
3183.8	2675.2
3187.3	2674.2
3190.8	2674.7
3194.2	2673.9
3197.7	2672.9
3201.2	2673.2
3204.7	2673.2
3208.1	2671.9
3211.6	2671.1
3215.1	2672.3
3218.6	2674.6
3222.1	2675.6
3225.5	2675.1
3229	2676.5
3232.5	2677.6
3236	2676.8
3239.5	2674.4
3242.9	2673.3
3246.4	2674.1
3249.9	2674.2
3253.4	2673.7
3256.9	2672.3
3260.4	2673.2
3263.8	2674.4
3267.3	2673.9
3270.8	2673.5
3274.3	2672.3
3277.8	2672.4
3281.3	2672.5
3284.8	2673.7
3288.2	2673.6
3291.7	2673.4
3295.2	2673.8
3298.7	2674.3
3302.2	2674.6
3305.7	2675.3
3309.2	2675
3312.7	2673.9
3316.2	2674.4
3319.7	2674.9
3323.2	2676.4
3326.6	2677.4
3330.1	2677.5
3333.6	2675.5
3337.1	2673.6
3340.6	2673.5
3344.1	2672.6
3347.6	2671.9
3351.1	2670.9
3354.6	2671.9
3358.1	2673.9
3361.6	2673.8
3365.1	2674.4
3368.6	2676.1
3372.1	2676.2
3375.6	2676.1
3379.1	2676.2
3382.6	2676.4
3386.1	2676
3389.6	2676.8
3393.1	2678.4
3396.6	2677.9
3400.1	2678.3
3403.6	2677.2
3407.1	2677.2
3410.6	2678.9
3414.1	2678.3
3417.6	2677.5
3421.1	2677.7
3424.6	2678.3
3428.1	2679.2
3431.6	2679.7
3435.1	2678.7
3438.6	2679.6
3442.2	2678.9
3445.7	2678.1
3449.2	2677.3
3452.7	2677.5
3456.2	2676.9
3459.7	2676.3
3463.2	2678.3
3466.7	2678.7
3470.2	2678.9
3473.7	2678.7
3477.2	2679.6
3480.8	2678.2
3484.3	2678.2
3487.8	2678.9
3491.3	2681
3494.8	2680.8
3498.3	2678.3
3501.8	2678.9
3505.3	2680.1
3508.9	2679.5
3512.4	2680
3515.9	2680.8
3519.4	2681.2
3522.9	2681.3
3526.4	2681.6
3529.9	2683.9
3533.5	2683.6
3537	2681.2
3540.5	2681.1
3544	2680.5
3547.5	2680
3551	2679.4
3554.6	2680.6
3558.1	2681.5
3561.6	2681.7
3565.1	2680.4
3568.6	2680.1
3572.2	2682
3575.7	2682.8
3579.2	2683.8
3582.7	2682.1
3586.2	2680.8
3589.8	2680.4
3593.3	2680
3596.8	2681.8
3600.3	2681.6
3603.9	2680.4
3607.4	2682.1
3610.9	2683
3614.4	2682.4
3618	2683.1
3621.5	2683.6
3625	2684.4
3628.5	2684.9
3632.1	2685.5
3635.6	2684.6
3639.1	2684.9
3642.6	2686.5
3646.2	2688.7
3649.7	2690.1
3653.2	2691.6
3656.7	2693.5
3660.3	2693.6
3663.8	2694
3667.3	2695.6
3670.9	2697.2
3674.4	2698.8
3677.9	2701.4
3681.4	2703.5
3685	2705.9
3688.5	2707.4
3692	2709.1
3695.6	2712.4
3699.1	2715.8
3702.6	2716.7
3706.2	2721
3709.7	2725.9
3713.2	2728.3
3716.8	2731.2
3720.3	2732.7
3723.8	2733.3
3727.4	2736.6
3730.9	2740.9
3734.4	2745.9
3738	2749.2
3741.5	2760.1
3745	2773.3
3748.6	2779.5
3752.1	2784.1
3755.6	2791.2
3759.2	2797.3
3762.7	2813.8
3766.2	2835.5
3769.8	2854.1
3773.3	2864.8
3776.9	2865.2
3780.4	2860.8
3783.9	2860.4
3787.5	2867.3
3791	2884.7
3794.5	2907
3798.1	2927.5
3801.6	2937.9
3805.2	2940.3
3808.7	2935
3812.2	2929.4
3815.8	2926.1
3819.3	2929.1
3822.9	2931.8
3826.4	2932.9
3829.9	2942.7
3833.5	2969.2
3837	2995.3
3840.6	3020.1
3844.1	3030.8
3847.6	3039.2
3851.2	3057.7
3854.7	3081.3
3858.3	3101.5
3861.8	3115.9
3865.3	3129
3868.9	3149.7
3872.4	3178.7
3876	3213
3879.5	3256.8
3883.1	3316.7
3886.6	3385.5
3890.2	3448.7
3893.7	3479.5
3897.2	3498.2
3900.8	3520.5
3904.3	3550.3
3907.9	3564.2
3911.4	3550.4
3915	3505
3918.5	3432.1
3922.1	3318.4
3925.6	3211.3
3929.1	3190.2
3932.7	3226.2
3936.2	3347.4
3939.8	3506.9
3943.3	3634.5
3946.9	3734.3
3950.4	3768.6
3954	3734.4
3957.5	3619.4
3961.1	3440.2
3964.6	3415.9
3968.2	3483.6
3971.7	3751.4
3975.3	4027.7
3978.8	4247.3
3982.4	4383.8
3985.9	4488.3
3989.5	4549
3993	4609.5
3996.6	4701.3
4000.1	4781.2
4003.7	4855.3
4007.2	4971.2
4010.8	5090.5
4014.3	5143.9
4017.9	5194.6
4021.4	5219.1
4025	5221.7
4028.5	5225.1
4032.1	5290.8
4035.6	5377
4039.2	5409.9
4042.7	5422.9
4046.3	5456.7
4049.8	5457.2
4053.4	5456.5
4056.9	5473.3
4060.5	5498.9
4064	5553.9
4067.6	5566.9
4071.1	5543
4074.7	5559.1
4078.2	5652.7
4081.8	5884.6
4085.3	6101.2
4088.9	6232.7
4092.4	6165.1
4096	6064.6
4099.5	6034
4103.1	6121.7
4106.6	6266.3
4110.2	6360.3
4113.8	6392.2
4117.3	6332.8
4120.9	6266.1
4124.4	6227.5
4128	6241.8
4131.5	6341.8
4135.1	6502.6
4138.6	6554.5
4142.2	6549.5
4145.7	6580.7
4149.3	6598.3
4152.8	6661.1
4156.4	6780.4
4160	6932.5
4163.5	6969.3
4167.1	6857.3
4170.6	6644.8
4174.2	6565.6
4177.7	6633.7
4181.3	6799.9
4184.8	7016.8
4188.4	7099.6
4192	7087.9
4195.5	6991.3
4199.1	7004.9
4202.6	7121.5
4206.2	7337.9
4209.7	7512.5
4213.3	7649.1
4216.8	7727.6
4220.4	7700.1
4224	7600.9
4227.5	7643.1
4231.1	7721.1
4234.6	7765.4
4238.2	7859
4241.7	7962.5
4245.3	7959.4
4248.9	7970.9
4252.4	7991.5
4256	8073.7
4259.5	8204.3
4263.1	8347.7
4266.6	8283.6
4270.2	8159.9
4273.7	8185.5
4277.3	8287.5
4280.9	8201.7
4284.4	7999.5
4288	7810.1
4291.5	7629.8
