# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.6165e+03	2.4e+00	1.657164e+04	4.0e+02
3.6202e+03	2.4e+00	1.833311e+04	7.8e+02
3.6239e+03	2.4e+00	1.842859e+04	5.0e+02
3.6277e+03	2.4e+00	1.874858e+04	4.1e+02
3.6314e+03	2.4e+00	1.825602e+04	5.5e+02
3.6351e+03	2.4e+00	1.802545e+04	3.5e+02
3.6388e+03	2.4e+00	1.982546e+04	4.8e+02
3.6425e+03	2.4e+00	2.168170e+04	3.4e+02
3.6462e+03	2.4e+00	2.158103e+04	3.4e+02
3.6500e+03	2.4e+00	2.352571e+04	4.9e+02
3.6537e+03	2.4e+00	2.485333e+04	4.5e+02
3.6574e+03	2.4e+00	2.467601e+04	1.2e+02
3.6611e+03	2.4e+00	2.787762e+04	2.1e+01
3.6648e+03	2.4e+00	2.661598e+04	2.4e+02
3.6685e+03	2.4e+00	2.834622e+04	5.6e+02
3.6723e+03	2.4e+00	3.219439e+04	2.7e+02
3.6760e+03	2.4e+00	3.302802e+04	6.3e+02
3.6797e+03	2.4e+00	3.665837e+04	6.3e+01
3.6834e+03	2.4e+00	3.520160e+04	1.2e+03
3.6871e+03	2.4e+00	4.077273e+04	1.2e+03
3.6908e+03	2.4e+00	4.448661e+04	9.4e+02
3.6945e+03	2.4e+00	4.490483e+04	1.3e+03
3.6982e+03	2.4e+00	4.947921e+04	1.2e+03
3.7019e+03	2.4e+00	5.443980e+04	1.3e+03
3.7057e+03	2.4e+00	6.185989e+04	1.1e+03
3.7094e+03	2.4e+00	5.700591e+04	1.5e+03
3.7131e+03	2.4e+00	5.791090e+04	3.4e+02
3.7168e+03	2.4e+00	6.843079e+04	7.7e+02
3.7205e+03	2.4e+00	8.296090e+04	2.2e+03
3.7242e+03	2.4e+00	9.275251e+04	1.5e+03
3.7279e+03	2.4e+00	9.019798e+04	2.3e+03
3.7316e+03	2.4e+00	8.167534e+04	1.4e+03
3.7353e+03	2.4e+00	8.101902e+04	9.6e+02
3.7390e+03	2.4e+00	9.616862e+04	1.4e+03
3.7427e+03	2.4e+00	1.239054e+05	3.0e+02
