# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.6165e+03	2.4e+00	1.61578e+04	2.3e+02
3.6202e+03	2.4e+00	1.61871e+04	4.3e+02
3.6239e+03	2.4e+00	1.60726e+04	5.1e+02
3.6277e+03	2.4e+00	1.74167e+04	2.2e+02
3.6314e+03	2.4e+00	1.68356e+04	1.6e+02
3.6351e+03	2.4e+00	1.86063e+04	4.6e+02
3.6388e+03	2.4e+00	1.91724e+04	1.6e+02
3.6425e+03	2.4e+00	1.83014e+04	2.7e+02
3.6462e+03	2.4e+00	2.30432e+04	5.0e+02
3.6500e+03	2.4e+00	2.18140e+04	3.6e+02
3.6537e+03	2.4e+00	2.32797e+04	7.1e+02
3.6574e+03	2.4e+00	2.47308e+04	3.0e+02
3.6611e+03	2.4e+00	2.59662e+04	7.6e+02
3.6648e+03	2.4e+00	2.77056e+04	8.9e+02
3.6685e+03	2.4e+00	2.77705e+04	1.0e+03
3.6723e+03	2.4e+00	3.22532e+04	7.4e+02
3.6760e+03	2.4e+00	3.40472e+04	4.5e+02
3.6797e+03	2.4e+00	3.37573e+04	4.5e+02
3.6834e+03	2.4e+00	3.68913e+04	6.0e+02
3.6871e+03	2.4e+00	4.20337e+04	5.1e+02
3.6908e+03	2.4e+00	4.25970e+04	1.1e+03
3.6945e+03	2.4e+00	4.23975e+04	6.1e+02
3.6982e+03	2.4e+00	4.74764e+04	1.2e+03
3.7019e+03	2.4e+00	5.49197e+04	6.5e+02
3.7057e+03	2.4e+00	6.12720e+04	2.4e+03
3.7094e+03	2.4e+00	5.71808e+04	2.1e+03
3.7131e+03	2.4e+00	5.60882e+04	9.7e+02
3.7168e+03	2.4e+00	6.69191e+04	1.5e+03
3.7205e+03	2.4e+00	7.68218e+04	1.0e+03
3.7242e+03	2.4e+00	8.89070e+04	5.0e+02
3.7279e+03	2.4e+00	8.83329e+04	9.6e+02
3.7316e+03	2.4e+00	7.91247e+04	3.1e+03
3.7353e+03	2.4e+00	7.83266e+04	2.0e+03
3.7390e+03	2.4e+00	9.31940e+04	6.1e+02
3.7427e+03	2.4e+00	1.22032e+05	4.4e+03
3.7464e+03	2.4e+00	1.49345e+05	4.5e+03
3.7501e+03	2.4e+00	1.60038e+05	4.0e+03
3.7539e+03	2.4e+00	1.65975e+05	3.2e+03
3.7576e+03	2.4e+00	1.45490e+05	3.1e+03
3.7613e+03	2.4e+00	1.18030e+05	2.8e+03
3.7650e+03	2.4e+00	1.21822e+05	2.8e+03
3.7687e+03	2.4e+00	1.45246e+05	3.3e+03
3.7724e+03	2.4e+00	1.96162e+05	3.6e+03
3.7761e+03	2.4e+00	2.38853e+05	4.0e+03
3.7798e+03	2.4e+00	2.82291e+05	6.8e+03
3.7835e+03	2.4e+00	2.99634e+05	6.7e+03
3.7872e+03	2.4e+00	3.11041e+05	7.2e+03
3.7909e+03	2.4e+00	3.01910e+05	5.7e+03
3.7946e+03	2.4e+00	2.74680e+05	7.1e+03
3.7983e+03	2.4e+00	2.26502e+05	6.6e+03
3.8020e+03	2.4e+00	1.87006e+05	4.0e+03
3.8057e+03	2.4e+00	1.86611e+05	6.2e+03
3.8094e+03	2.4e+00	2.44683e+05	6.9e+03
3.8131e+03	2.4e+00	3.20864e+05	6.4e+03
