# lambda [A]	Dlambda [A]	specval [counts]	Dspecval [counts]
3.6165e+03	2.4e+00	1.5030e+04	1.7e+02
3.6202e+03	2.4e+00	1.5110e+04	2.1e+02
3.6239e+03	2.4e+00	1.5907e+04	2.7e+02
3.6277e+03	2.4e+00	1.6340e+04	1.9e+02
3.6314e+03	2.4e+00	1.6775e+04	4.2e+02
3.6351e+03	2.4e+00	1.7562e+04	2.0e+02
3.6388e+03	2.4e+00	1.7791e+04	2.1e+02
3.6425e+03	2.4e+00	1.8386e+04	1.7e+02
3.6462e+03	2.4e+00	1.9692e+04	2.2e+02
3.6500e+03	2.4e+00	2.0285e+04	3.4e+02
3.6537e+03	2.4e+00	2.1633e+04	2.3e+02
3.6574e+03	2.4e+00	2.2170e+04	1.2e+02
3.6611e+03	2.4e+00	2.4649e+04	2.1e+02
3.6648e+03	2.4e+00	2.4342e+04	4.0e+02
3.6685e+03	2.4e+00	2.5460e+04	4.3e+02
3.6723e+03	2.4e+00	2.8771e+04	3.3e+02
3.6760e+03	2.4e+00	3.0124e+04	6.1e+02
3.6797e+03	2.4e+00	3.0686e+04	3.8e+02
3.6834e+03	2.4e+00	3.2298e+04	8.0e+02
3.6871e+03	2.4e+00	3.6630e+04	7.0e+02
3.6908e+03	2.4e+00	3.8229e+04	5.5e+02
3.6945e+03	2.4e+00	4.0418e+04	5.0e+02
3.6982e+03	2.4e+00	4.4019e+04	9.0e+02
3.7019e+03	2.4e+00	4.8700e+04	6.8e+02
3.7057e+03	2.4e+00	5.4733e+04	6.0e+02
3.7094e+03	2.4e+00	5.0908e+04	8.5e+02
3.7131e+03	2.4e+00	5.2700e+04	9.4e+02
3.7168e+03	2.4e+00	6.1185e+04	6.3e+02
3.7205e+03	2.4e+00	7.1440e+04	1.3e+03
3.7242e+03	2.4e+00	8.1422e+04	9.0e+02
3.7279e+03	2.4e+00	7.8663e+04	2.2e+03
3.7316e+03	2.4e+00	7.1573e+04	7.9e+02
3.7353e+03	2.4e+00	7.2643e+04	1.0e+03
3.7390e+03	2.4e+00	8.4208e+04	1.5e+03
3.7427e+03	2.4e+00	1.0965e+05	5.1e+02
3.7464e+03	2.4e+00	1.3573e+05	2.1e+03
3.7501e+03	2.4e+00	1.4714e+05	1.3e+03
3.7539e+03	2.4e+00	1.4754e+05	1.5e+03
3.7576e+03	2.4e+00	1.3115e+05	1.7e+03
3.7613e+03	2.4e+00	1.0687e+05	1.4e+03
3.7650e+03	2.4e+00	1.0973e+05	9.7e+02
3.7687e+03	2.4e+00	1.3235e+05	9.0e+02
3.7724e+03	2.4e+00	1.7892e+05	2.6e+03
3.7761e+03	2.4e+00	2.1625e+05	2.2e+03
3.7798e+03	2.4e+00	2.5468e+05	4.2e+03
3.7835e+03	2.4e+00	2.7465e+05	3.2e+03
3.7872e+03	2.4e+00	2.8328e+05	3.2e+03
3.7909e+03	2.4e+00	2.7235e+05	2.9e+03
3.7946e+03	2.4e+00	2.5155e+05	3.0e+03
3.7983e+03	2.4e+00	2.1137e+05	2.0e+03
3.8020e+03	2.4e+00	1.7087e+05	2.3e+03
3.8057e+03	2.4e+00	1.7192e+05	1.4e+03
3.8094e+03	2.4e+00	2.1787e+05	1.9e+03
3.8131e+03	2.4e+00	2.9320e+05	1.8e+03
3.8168e+03	2.4e+00	3.6288e+05	4.6e+03
3.8205e+03	2.4e+00	4.1583e+05	5.4e+03
3.8242e+03	2.4e+00	4.5791e+05	5.1e+03
3.8279e+03	2.4e+00	4.9806e+05	4.6e+03
3.8315e+03	2.4e+00	5.3375e+05	6.6e+03
3.8352e+03	2.4e+00	5.4536e+05	4.4e+03
3.8389e+03	2.4e+00	5.5721e+05	6.1e+03
3.8426e+03	2.4e+00	5.5430e+05	4.9e+03
3.8463e+03	2.4e+00	5.2283e+05	4.4e+03
3.8500e+03	2.4e+00	4.7213e+05	5.6e+03
3.8537e+03	2.4e+00	4.0452e+05	5.9e+03
3.8574e+03	2.4e+00	3.1256e+05	3.1e+03
3.8611e+03	2.4e+00	2.7501e+05	5.0e+03
3.8648e+03	2.4e+00	3.1075e+05	1.6e+03
3.8685e+03	2.4e+00	4.1424e+05	6.0e+03
3.8722e+03	2.4e+00	5.2273e+05	4.6e+03
3.8759e+03	2.4e+00	6.1991e+05	7.1e+03
3.8795e+03	2.4e+00	6.9773e+05	8.7e+03
3.8832e+03	2.4e+00	7.6324e+05	1.2e+04
3.8869e+03	2.4e+00	7.9414e+05	9.5e+03
3.8906e+03	2.4e+00	8.3229e+05	8.8e+03
3.8943e+03	2.4e+00	8.5544e+05	1.4e+04
3.8980e+03	2.4e+00	8.6253e+05	7.7e+03
3.9017e+03	2.4e+00	8.7030e+05	1.3e+04
3.9054e+03	2.4e+00	8.2727e+05	8.4e+03
3.9090e+03	2.4e+00	8.3267e+05	1.2e+04
3.9127e+03	2.4e+00	8.5203e+05	1.3e+04
3.9164e+03	2.4e+00	8.6874e+05	1.2e+04
3.9201e+03	2.4e+00	8.6714e+05	1.2e+04
3.9238e+03	2.4e+00	8.5689e+05	8.2e+03
3.9275e+03	2.4e+00	8.1793e+05	6.6e+03
3.9312e+03	2.4e+00	7.6459e+05	9.1e+03
3.9348e+03	2.4e+00	6.9412e+05	8.5e+03
3.9385e+03	2.4e+00	5.7734e+05	9.2e+03
3.9422e+03	2.4e+00	4.4156e+05	5.2e+03
3.9459e+03	2.4e+00	3.6627e+05	4.1e+03
3.9496e+03	2.4e+00	3.7530e+05	3.5e+03
3.9532e+03	2.4e+00	4.9434e+05	5.4e+03
3.9569e+03	2.4e+00	6.3153e+05	8.3e+03
3.9606e+03	2.4e+00	7.3773e+05	8.7e+03
3.9643e+03	2.4e+00	8.2954e+05	8.0e+03
3.9680e+03	2.4e+00	8.8274e+05	8.5e+03
3.9716e+03	2.4e+00	9.2744e+05	1.6e+04
3.9753e+03	2.4e+00	9.5584e+05	1.0e+04
3.9790e+03	2.4e+00	9.4835e+05	1.3e+04
3.9827e+03	2.4e+00	9.8223e+05	1.3e+04
3.9864e+03	2.4e+00	9.7179e+05	6.3e+03
3.9900e+03	2.4e+00	9.7793e+05	8.0e+03
3.9937e+03	2.4e+00	9.7680e+05	7.8e+03
3.9974e+03	2.4e+00	9.7556e+05	1.0e+04
4.0011e+03	2.4e+00	9.7665e+05	1.2e+04
4.0047e+03	2.4e+00	9.7805e+05	9.1e+03
4.0084e+03	2.4e+00	9.7389e+05	1.0e+04
4.0121e+03	2.4e+00	9.6089e+05	1.0e+04
4.0158e+03	2.4e+00	9.8066e+05	1.3e+04
4.0194e+03	2.4e+00	9.7146e+05	8.6e+03
4.0231e+03	2.4e+00	9.6159e+05	7.2e+03
4.0268e+03	2.4e+00	9.5528e+05	9.3e+03
4.0304e+03	2.4e+00	9.4414e+05	9.8e+03
4.0341e+03	2.4e+00	9.2834e+05	6.7e+03
4.0378e+03	2.4e+00	9.1408e+05	7.7e+03
4.0415e+03	2.4e+00	9.1022e+05	1.1e+04
4.0451e+03	2.4e+00	8.9338e+05	1.0e+04
4.0488e+03	2.4e+00	8.8168e+05	8.6e+03
4.0525e+03	2.4e+00	8.6725e+05	9.6e+03
4.0561e+03	2.4e+00	8.4640e+05	9.9e+03
4.0598e+03	2.4e+00	8.1022e+05	9.1e+03
4.0635e+03	2.4e+00	7.8569e+05	9.4e+03
4.0671e+03	2.4e+00	7.4209e+05	9.9e+03
4.0708e+03	2.4e+00	6.6904e+05	8.2e+03
4.0745e+03	2.4e+00	5.7802e+05	6.3e+03
4.0781e+03	2.4e+00	4.7002e+05	4.2e+03
4.0818e+03	2.4e+00	3.6012e+05	3.4e+03
4.0855e+03	2.4e+00	3.2270e+05	3.1e+03
4.0891e+03	2.4e+00	3.7653e+05	3.2e+03
4.0928e+03	2.4e+00	4.8215e+05	5.0e+03
4.0965e+03	2.4e+00	5.7468e+05	5.1e+03
4.1001e+03	2.4e+00	6.5912e+05	6.4e+03
4.1038e+03	2.4e+00	7.0971e+05	8.2e+03
4.1075e+03	2.4e+00	7.3746e+05	6.3e+03
4.1111e+03	2.4e+00	7.4987e+05	7.6e+03
4.1148e+03	2.4e+00	7.7143e+05	7.1e+03
4.1184e+03	2.4e+00	7.8180e+05	5.1e+03
4.1221e+03	2.4e+00	7.9183e+05	8.4e+03
4.1258e+03	2.4e+00	7.9885e+05	7.8e+03
4.1294e+03	2.4e+00	8.0194e+05	9.7e+03
4.1331e+03	2.4e+00	8.0322e+05	7.6e+03
4.1367e+03	2.4e+00	8.0658e+05	9.1e+03
4.1404e+03	2.4e+00	8.0205e+05	8.9e+03
4.1441e+03	2.4e+00	8.0113e+05	7.3e+03
4.1477e+03	2.4e+00	8.0197e+05	6.7e+03
4.1514e+03	2.4e+00	8.0233e+05	8.8e+03
4.1550e+03	2.4e+00	7.9402e+05	8.7e+03
4.1587e+03	2.4e+00	7.9356e+05	8.6e+03
4.1623e+03	2.4e+00	7.9008e+05	7.5e+03
4.1660e+03	2.4e+00	7.8622e+05	7.5e+03
4.1697e+03	2.4e+00	7.9135e+05	7.9e+03
4.1733e+03	2.4e+00	7.8699e+05	9.9e+03
4.1770e+03	2.4e+00	7.8845e+05	8.1e+03
4.1806e+03	2.4e+00	7.8536e+05	7.6e+03
4.1843e+03	2.4e+00	7.8289e+05	6.8e+03
4.1879e+03	2.4e+00	7.7872e+05	8.5e+03
4.1916e+03	2.4e+00	7.8338e+05	6.0e+03
4.1952e+03	2.4e+00	7.8117e+05	7.0e+03
4.1989e+03	2.4e+00	7.7944e+05	7.6e+03
4.2025e+03	2.4e+00	7.7549e+05	7.5e+03
4.2062e+03	2.4e+00	7.7465e+05	6.9e+03
4.2098e+03	2.4e+00	7.6482e+05	7.2e+03
4.2135e+03	2.4e+00	7.6906e+05	7.5e+03
4.2171e+03	2.4e+00	7.5299e+05	7.1e+03
4.2208e+03	2.4e+00	7.4800e+05	7.3e+03
4.2244e+03	2.4e+00	7.5783e+05	6.1e+03
4.2281e+03	2.4e+00	7.4704e+05	6.9e+03
4.2317e+03	2.4e+00	7.5571e+05	6.2e+03
4.2354e+03	2.4e+00	7.4594e+05	8.1e+03
4.2390e+03	2.4e+00	7.4537e+05	6.8e+03
4.2427e+03	2.4e+00	7.4806e+05	6.1e+03
4.2463e+03	2.4e+00	7.4472e+05	4.1e+03
4.2500e+03	2.4e+00	7.4516e+05	6.4e+03
4.2536e+03	2.4e+00	7.3864e+05	6.2e+03
4.2572e+03	2.4e+00	7.2825e+05	6.8e+03
4.2609e+03	2.4e+00	7.3504e+05	6.7e+03
4.2645e+03	2.4e+00	7.2746e+05	5.9e+03
4.2682e+03	2.4e+00	7.2509e+05	6.6e+03
4.2718e+03	2.4e+00	7.2440e+05	6.4e+03
4.2755e+03	2.4e+00	7.1534e+05	5.8e+03
4.2791e+03	2.4e+00	7.0785e+05	6.3e+03
4.2827e+03	2.4e+00	6.9273e+05	5.4e+03
4.2864e+03	2.4e+00	6.8943e+05	6.6e+03
4.2900e+03	2.4e+00	6.7521e+05	5.5e+03
4.2937e+03	2.4e+00	6.7454e+05	5.0e+03
4.2973e+03	2.4e+00	6.6513e+05	6.3e+03
4.3010e+03	2.4e+00	6.5556e+05	5.4e+03
4.3046e+03	2.4e+00	6.4771e+05	6.7e+03
4.3082e+03	2.4e+00	6.2134e+05	5.5e+03
4.3119e+03	2.4e+00	5.9712e+05	6.2e+03
4.3155e+03	2.4e+00	5.6078e+05	4.3e+03
4.3191e+03	2.4e+00	5.0316e+05	5.4e+03
4.3228e+03	2.4e+00	4.3580e+05	4.6e+03
4.3264e+03	2.4e+00	3.5039e+05	4.3e+03
4.3301e+03	2.4e+00	2.8032e+05	2.9e+03
4.3337e+03	2.4e+00	2.7317e+05	2.4e+03
4.3373e+03	2.4e+00	3.2658e+05	2.3e+03
4.3410e+03	2.4e+00	4.0499e+05	3.1e+03
4.3446e+03	2.4e+00	4.7517e+05	4.6e+03
4.3482e+03	2.4e+00	5.2508e+05	5.1e+03
4.3519e+03	2.4e+00	5.6276e+05	5.4e+03
4.3555e+03	2.4e+00	5.8814e+05	5.8e+03
4.3591e+03	2.4e+00	6.0346e+05	5.6e+03
4.3628e+03	2.4e+00	6.1266e+05	5.8e+03
4.3664e+03	2.4e+00	6.1568e+05	5.2e+03
4.3700e+03	2.4e+00	6.2044e+05	5.8e+03
4.3737e+03	2.4e+00	6.1729e+05	5.1e+03
4.3773e+03	2.4e+00	6.1408e+05	4.8e+03
4.3809e+03	2.4e+00	6.1521e+05	5.1e+03
4.3845e+03	2.4e+00	6.0954e+05	4.7e+03
4.3882e+03	2.4e+00	6.1801e+05	5.3e+03
4.3918e+03	2.4e+00	6.1309e+05	6.9e+03
4.3954e+03	2.4e+00	6.1485e+05	6.2e+03
4.3991e+03	2.4e+00	6.1374e+05	6.5e+03
4.4027e+03	2.4e+00	6.1025e+05	4.9e+03
4.4063e+03	2.4e+00	6.0411e+05	6.2e+03
4.4099e+03	2.4e+00	5.9851e+05	4.7e+03
4.4136e+03	2.4e+00	5.9444e+05	3.8e+03
